Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid , Cost SF ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
16-080,Shady Creek - E.V. Chg. Sta.,E.V. Charging Stations,,Irvine,CA, 441 OC ,, Site , Select Bid List , Design/Build , Steve  , Est. , CA ,11/23/2015," $7,134 ",,,,,,,,,,,Pending,5%, $357 ,,,,,,,,,Hoag,Brittany Palmer,,,,,,,,,,,,,,,,,,,,,
16-081,Morningstar Parking Garage,Parking Structure,16241 Leffingwell Road,Whittier,CA, 11 LA ,, Parking Structure , Select Bid List , Engineered , Brian , Est. , CA ,12/3/2015," $262,054 ",,,,,,,,,,,Pending,2%," $5,241 ",,,,,,,,,Bomel,,,,,,,,,,,,,,,,,,,,,,
16-082,Anaheim Corp Park Towne Center IR repairs,Elevator disconnect and breaker replace,2390 Towne Center Place,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/22/2015," $1,690 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Lincoln Property,Ursula Kubasco,,,,,,,,,,,,,,,,,,,,,
16-083,Bbraun Mixing Tank Replacement,Replace 4 mixing tanks at shutdown,2525 Mcgaw,Irvine,CA, 441 OC ,, Industrial , Budget , Design/ Assist , Doyle , S.P. , CA ,11/30/2015," $246,000 ",," $24,000 ",,,,,,,,,Pending,5%," $12,300 ",,,,,,,,,Bbraun,Mary Ogrady,,,,,,,,,,,,,,,,,,,,,
16-084,HHI Generator Upgrade Project,Central Plant Power Upgrade,16200 Sand Canyon Ave,Irvine,CA, 441 OC ,, Hospital , Competitive , Design/Build , Frank , Est. , CA ,12/2/2015, $- ,, $- ,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,Nelson + Morris,Marc Howell,,,,,,,,,,,,,,,,,,,,,
16-085,Deutsch Core & Shell,Landlord Core & Shell Modifications,12901 West Jefferson Blvd.,Los Angeles,CA, 11 LA ,, Shell , Competitive , Engineered , Steve  , Est. , CA ,12/10/32015," $660,189 ",," $173,958 "," $15,794 "," $10,529 "," $8,016 "," $5,205 ",,,,,Pending,1%," $6,602 ",,,,,,,,,Turelk,Shawn Anderson,,,,,,,,,,,,,,,,,,,,,
16-086,Bio Rad Hull 120 Replacement,Replace Pharma Freeze Dryer,9500 Jeronimo Road,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Frank , Est. , CA ,12/14/2015," $30,337 ",," $11,860 ",,,,,,,,,Pending,5%," $1,517 ",,,,,,,,,HBC,Scarp,,,,,,,,,,,,,,,,,,,,,
16-087,Anaheim Corp Center Circuit repairs,Repairs for overloaded circuit,2390 Towne Center Place,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/1/2015," $3,300 ",," $1,988 ",,,,,,,,,Pending,2%, $66 ,,,,,,,,,Lincoln Property,Ursula Kubasco,,,,,,,,,,,,,,,,,,,,,
16-088,Banc jof California Phase 1,Tenant Improvement,3 MacAuthur Place,Santa Ana,CA, 441 OC ," 44,500 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,12/4/2015," $10,135 ",," $14,649 ",,,,,,,,,Lost,30%, $- ,,,,,,,,,HBC,Ryan Fraser,,,,,,,,,,,,,,,,,,,,,
16-089,Banc of California Phase 2 Fixtures only,Tenant Improvement,3 MacAuthur Place,Santa Ana,CA, 441 OC ," 44,500 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,12/9/2015," $460,643 ",,,,,,,,,,,Lost,30%, $- ,,,,,,,,,HBC,Ryan Fraser,,,,,,,,,,,,,,,,,,,,,
16-090,Bank of California Phase 2,Tenant Improvement,3 MacAuthur Place,Santa Ana,CA, 441 OC ," 46,100 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,1/21/2015," $633,861 ",,,,,,,,,,,Lost,30%, $- ,,,,,,,,,HBC,Ryan Fraser,,,,,,,,,,,,,,,,,,,,,
16-091,2nd Floor Cooridor-State College Blvd,Tenant Improvement,1900 State College Blvd,Anaheim,CA, 441 OC ,, TI , Select Bid List , Engineered , Brian , Est. , CA ,12/8/2015," $12,534 ",,,,,,,,,,,Pending,5%, $627 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-092,Bixby Jeronimo,Tenant Improvement,,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Steve  , Est. , CA ,4/11/2016," $1,478,965 ",,,,,,,,,,,Pending,5%," $73,948 ",,,,,,,,,Snyder Langston,,,,,,,,,,,,,,,,,,,,,,
16-093,AT&T conduit for data Center,New Data Center conduit,12900 Park Plaza Dr,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/4/2015," $4,298 ",,,,,,,,,,,Pending,2%, $86 ,,,,,,,,,AT&T,Daniel Paige,,,,,,,,,,,,,,,,,,,,,
16-094,"5000 Birch Street, Suite 120",Tenant Improvement,5000 Birch Street,Newport Beach,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,12/8/2015," $48,907 ",," $1,440 ",,,,,,,,,Awarded,70%, $- ,,,,,,,,,John Hancock ,Tony Alaniz,,,,,,,,,,,,,,,,,,,,,
16-095,Florida Dept of Revenue new circuit and outlet,New circuit and outlet,2390 E. Orangewood St 325,Orange,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/7/2015," $1,998 ",,,,,,,,,,,Lost,0%, $- ,,,,,,,,,Florida Dept Revenue,Sam Said,,,,,,,,,,,,,,,,,,,,,
16-096,Sony Pictures Office TI,New lighting and outlets for office TI,,Culver City,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/8/2015," $4,600 ",," $1,200 "," $4,000 ",,,,,,,,Not Built,2%, $- ,,,,,,,,,Esplande,Brandon Campazzie,,,,,,,,,,,,,,,,,,,,,
16-097,Bixby IR Repairs,IR repairs per report,3030 Old Ranch,Seal Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/13/2015," $4,570 ",,,,,,,,,,,Lost,0%, $- ,,,,,,,,,Able Serve,John Rampino,,,,,,,,,,,,,,,,,,,,,
16-098,TWC AC circuit add,New circuit for split AC system,2020 N. Grand,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/13/2015," $1,972 ",," $1,972 ",,,,,,,,,Awarded,100%, $- ,,,,,,,,,TWC,CeCe Valles,,,,,,,,,,,,,,,,,,,,,
16-099,Experian,Tenant Improvement,475 Anton,Costa Mesa,CA, 441 OC ," 256,968 ", TI , Budget , Engineered , Brian , Est. , CA ,12/18/2015," $1,826,048 ", $7.11 ,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,Turelk,Mike Matejcek,,,,,,,,,,,,,,,,,,,,,
16-100,Blizzard B3 GNOC Metering,meter existing loads as directed,16205 Alton PKY,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Frank , Est. , CA ,12/15/2015," $6,000 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,HBC,Nima Namdar,,,,,,,,,,,,,,,,,,,,,
16-101,EMC2--Pivitol Office new hand dryers,New hand dryer circuits for office,1333 Second Street 2nd fl,Santa Monica,CA, 11 LA ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/15/2015," $3,394 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-102,Blizzard Furniture restack for Datacom,Modular furniture restack for My,16215 Alton Parkway,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/15/2015," $9,300 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-103,NHHS Batting Cages,Add Outdoor lighting to batting cages,,Newport Beach,CA, 441 OC ,, Specialty , Negotiated , Design/Build , Frank , Est. , CA ,12/15/2015," $5,072 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,Bob Briggs,,,,,,,,,,,,,,,,,,,,,
16-104,Imuraya Freezer Installation,New feeder and branch for freezer,2502 Baranca Parkway,Irvine,CA, 441 OC ,, TI , Budget , Design/ Assist , Doyle , S.P. , CA ,12/20/2015," $35,000 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Cimco,Ben Blankenship,,,,,,,,,,,,,,,,,,,,,
16-105,HHCI Bldg B Level 2 Lab,New Lab on 2nd Floor,"16305 Sand Canyon, Suite 270",Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Steve  , Est. , CA ,12/23/2015," $55,984 ",,,,,,,,,,,Pending,20%," $11,197 ",,,,,,,,,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,
16-106,Starbucks feeder and connection Los Olivos,New feeder and connection,,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , S.P. , CA ,12/21/2015," $2,600 ",,,,,,,,,,,Pending,2%, $52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-107,OCC copy room power relocation,New outlets for copy room relocation,Fairview,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/9/2016," $19,719 ",,,,,,,,,,,Pending,2%, $394 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-108,Hines_Intersect,Tenant Improvement,17875 Von Karman Avenue ,Irvine,CA, 441 OC ," 28,101 ", TI , Select Bid List , Engineered , Brian , Est. , CA ,1/8/2015," $777,262 ",," $2,266 "," $8,859 "," $513,800 ",,,,,,,Lost,10%, $- ,,,,,,,,,Snyder Langston,,Whiting Turner,,,,,,,,,,,,,,,,,,,,
16-109,Anaheim Corp plaza new heat strip circuits,(2) new 277 volt heat strip circuits,2390 Orangewood,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/29/2015," $2,700 ",,,,,,,,,,,Pending,5%, $135 ,,,,,,,,,Abel Engineering,Nick Aydelott,,,,,,,,,,,,,,,,,,,,,
16-110,Hoag Newport Basement UPS replacement,Replace UPS and add N+1,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/1/2016," $234,000 ",,,,,,,,,,,Pending,10%," $23,400 ",,,,,,,,,Hoag,Dave Miller,,,,,,,,,,,,,,,,,,,,,
16-111,Time Warner IT rack City of Industry,Power for new IT racks,,City of Industry,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/1/2016," $4,580 ",,,,,,,,,,,Lost,0%, $- ,,,,,,,,,Time Warner,CeCe Valles,,,,,,,,,,,,,,,,,,,,,
16-112,Hotel Irvine Heat Lamp Installation,Install customer furnished fixtures,Jamboree,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/1/2016," $8,997 ",," $4,000 ",,,,,,,,,Awarded,100%, $- ,,,,,,,,,Hotel Irvine,Bob Moscato,,,,,,,,,,,,,,,,,,,,,
16-113,9701 Wilshire Beverly Hills - SP#2 Modified Break Rm,Modified Break Room,9701 Wilshire Blvd.,Beverly Hills,CA, 11 LA ,, TI , Select Bid List , Design/Build , Steve  , Est. , CA ,1/4/2016," $9,676 ",,,,,,,,,,,Pending,2%, $194 ,,,,,,,,,,Bob Briggs,,,,,,,,,,,,,,,,,,,,,
16-114,"BNY Mellon, 4th & 5th Floor",Tenant Improvement,400 South Hope,Los Angeles,CA, 11 LA ,, TI , Select Bid List , Engineered , Steve  , Est. , CA ,1/11/116," $102,529 ",,,,,,,,,,,Pending,2%," $2,051 ",,,,,,,,,Turelk,Jim Choi,,,,,,,,,,,,,,,,,,,,,
16-115,King Compounding Pharmacy Center,Tenant Improvement,16205 Sand Canyon,Irvine,CA, 441 OC , 664 , TI , Competitive , Engineered , Brian , Est. , CA ,1/8/2016," $37,005 ",,,,,,,,,,,Lost,5%, $- ,,,,,,,Wallcon,,Wallcon,M. Shelton,,,,,,,,,Tenant ," $22,000 ",Berg," $37,000 ",Unison," $46,000 ",A&H," $71,000 ",,,,,
16-116,Time Warner IT rack Brea,Power for New IT equipment,,Brea,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/8/2016," $1,978 ",,,,,,,,,,,Lost,0%, $- ,,,,,,,,,Time Warner,CeCe Valles,,,,,,,,,,,,,,,,,,,,,
16-117,PacLife Newport 2 inch conduit installation,"Install up to 30' 2"" stub",700 Newport Center Dr,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/16/2016," $1,017 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,PacLife,Perry Faneuf,,,,,,,,,,,,,,,,,,,,,
16-118,Carrington Mortgage New Data conduit and outlets for Level 3,"New 2"" EMT and 2 new outlets",1600 Douglas,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/12/2016," $9,000 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Carrington Mortgage,Clay Morgan,,,,,,,,,,,,,,,,,,,,,
16-119,Bbraun new VFD and roof top pumps,New wiring for new pumps,2525 Mcgaw,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/14/2016," $49,622 ",," $23,902 ",,,,,,,,,Pending,5%," $2,481 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-120,Youngs Market 10 new car chargers,New wiring for 10 cust furn car chargers,Franklin Ave,Tustin,CA, 441 OC ,, Site , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,1/27/2016," $39,900 ",," $4,000 ",,,,,,,,,Pending,5%," $1,995 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-121,Kickboxing  Oceanside TI,TI build out,,Oceanside,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,1/29/2016," $84,330 ",,,,,,,,,,,Pending,5%," $4,217 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-122,Concordia CUI,New Construction,1530 West Concordia,Irvine,CA, 441 OC ,, Specialty , Budget , Design/ Assist , Brian , Est. , CA ,1/26/2016," $4,348,169 ",,,,,,,,,,,Lost,2%, $- ,,,,,,,,,Snyder Langston,,,,,,,,,,,,,,,,,,,,,,
16-123,Cylance add outlets and rack feeds,Add outlets and rack feeds,18201 Von Karman #700,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/20/2016," $1,918 ",," $2,480 ",,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-124,OCC Consession trailer power connection,Tie trailer power to panel,Fairview,Costa Mesa,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/22/2016," $1,500 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-125,Hoag Newport GI Lab HLD,Lab Processing Room Remodel,One Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Steve  , Est. , CA ,1/29/2016," $7,006 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Jacobs,Rick Hodgson,,,,,,,,,,,,,,,,,,,,,
16-126,"ASM Restack 4, Area A, 216 Open Area",Furnirture Restack,,Anaheim,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,1/26/2016," $16,004 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,HBC,J. Scarpiinato,,,,,,,,,,,,,,,,,,,,,
16-127,Chevron Warehouse,Fire Alarm Install,,ElSegundo,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,1/29/2016," $30,500 ",,,,,,,,,,,Lost,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-128,Lido Suite 521 new 208 volt outlet,New circuit and outlet for suite 521,361 Hospital Rd,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/23/2016," $1,185 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-129,HHI - Existing Feeder Re-route - Fluoroscopy room,Reroute of existing feeders  - Flyoroscopy,16200 Sand Canyon Ave,Irvine,CA, 441 OC ,, Hospital , Budget , Design/Build , Bill  , P.M. , CA ,1/28/2016," $108,200 ",," $35,900 ",,,,,,,,,Not Built,10%, $- ,,,,,,,,,Nelson + Morris,,,,,,,,,,,,,,,,,,,,,,
16-130,PIMCO 7th floor IDF four new outlets,4 new L6-20 outlets in IDF,650 Newport Center,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/27/2016," $2,986 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-131,Bbraun QA Cubicles Power,Rework power for cubicals,2525 Mcgaw,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/28/2016," $3,800 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-132,Hoag Donor RecognitionLibrary Remodel,Hospital Remodel,One Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Bill  , P.M. , CA ,1/8/2016," $29,465 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,HB&A,,,,,,,,,,,,,,,,,,,,,,
16-133,TWC 60 amp heater circuits,Circuits for 2 new heater units,12051 Industry,Garden Grove,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/3/2016," $7,347 ",," $6,590 ",,,,,,,,,Awarded,100%, $- ,,,,,,,,,Time Warner,CeCe Valles,,,,,,,,,,,,,,,,,,,,,
16-134,Newport Lido New subpanel suite 533 Building 361,New sub panel for Suite 533,361 Hospital Rd,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/3/2016," $10,000 ",,,,,,,,,,,Pending,5%, $500 ,,,,,,,,,NLMC,Debi Boler,,,,,,,,,,,,,,,,,,,,,
16-135,St Pauls Church Classroom lighting retrofit,Retrofit existing fixtures,4949 Alton Pkwy,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/4/2016," $67,500 ",," $33,000 "," $5,000 "," $6,800 ",,,,,,,Pending,2%," $1,350 ",,,,,,,,,St Pauls,Ted Konopisis,,,,,,,,,,,,,,,,,,,,,
16-136,C3 Technology copier outlet relocation,Relocate existing data and outlet,16B Journey Suite 200,Aliso Viejo,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/5/2016, $898 ,,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,C3 Technology,Matt Dunstan,,,,,,,,,,,,,,,,,,,,,
16-137,Newport High Batting Cage lights,Add lights for batting cage/pitching,600 Irvine Ave,Newport Beach,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/5/2016," $1,580 ",," $3,800 ",,,,,,,,,Pending,5%, $79 ,,,,,,,,,Newport High,Coach Chalmers,,,,,,,,,,,,,,,,,,,,,
16-138,Hoag MRI alarm wiring,wiring for new MRI alarm,16200 Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Doyle , S.P. , CA ,2/5/2016," $4,888 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Nelson Morris,Andrew Lombardo,,,,,,,,,,,,,,,,,,,,,
16-139,First American 8 new whips,8 new whips for data center,9 First American Way,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/5/2016," $5,200 ",, $800 ,,,,,,,,,Pending,5%, $260 ,,,,,,,,,First American,John Harlan,,,,,,,,,,,,,,,,,,,,,
16-140,Charles Drew University College Of Medicine,Data/Comm conduits,1731 East 120th Street,Los Angeles,CA, 441 OC ,, Specialty , Select Bid List , Design/Build , Brian , Est. , CA ,2/17/2016," $37,901 ",,,,,,,,,,,Pending,5%," $1,895 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-141,Blizzard B11 & B12 Audit,Perform Electrical Audit,LCD,Irvine,CA, 441 OC ,, TI , Negotiated , Design/ Assist , Frank , Est. , CA ,2/9/2016," $5,364 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-142,Bio-Rad IDF Room 2,Bio-Rad IDF Room 2,9500 Jeronimo Road,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , Est. , CA ,2/10/2016," $32,391 ",,,,,,,,,,,Pending,2%, $648 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-143,Blizzard B3 GNOC ,"1st & 2nd Floor, Area Renovation",16205 Alton Parkway,Irvine,CA, 441 OC ," 4,280 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,2/15/2016," $109,160 ",,,,,,,,,,,Pending,5%," $5,458 ",,,,,,,,,HBC,Adam Herig,,,,,,,,,,,,,,,,,,,,,
16-144,KYA Warehouse new circuits,New Circuits for warehouse power,15171 Del Amo,Tustin,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/15/2016," $9,279 ",,,,,,,,,,,Lost,0%, $- ,,,,,,,,,KYA Services,Marc Duran,,,,,,,,,,,,,,,,,,,,,
16-145,Harbor Associates Bespoke Tustin,Core and Shell,14201 Franklin Ave,Tustin,CA, 441 OC ,, TI , Select Bid List , Engineered , Brian , Est. , CA ,3/4/2016," $141,758 ",," $8,350 "," $8,065 "," $1,140 ",,,,,,,Not Built,1%, $- ,,,,,,,,,KPRS,Assaf,,,,,,,,,,,,,,,,,,,,,
16-146,PIH Health - New 3 Story MOB & TI,Core and Shell & TI,12400 Bloomfield Ave,Santa Fa Springs,CA, 11 LA ,, Shell , Select Bid List , Engineered , Steve  , Est. , CA ,2/24/2016," $1,522,132 ",,,,,,,,,,,Lost,0%, $- ,,,,,,,,,Tiller Construction,,,,,,,,,,,,,,,,,,,,,,
16-147,Hyperloop,Tenant Improvement,2161 Sacramento,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , Est. , CA ,2/16/2016," $6,170 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-148,Bbraun controls and gauges for 4 stills,Pipe and wire for 4 new stills,2525 Mcgaw,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/20/2016," $4,482 ",,,,,,,,,,,Pending,5%, $224 ,,,,,,,,,Bbraun,James Dinco,,,,,,,,,,,,,,,,,,,,,
16-149,The Block-GNC,Tenant Improvement,700 S. Flower Street,Los Angeles,CA, 441 OC ," 1,156 ", TI , Select Bid List , Engineered , Brian , Est. , CA ,2/29/2016," $70,170 ",,,,,,,,,,,Lost,5%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KPRS used our #, other bid was close."
16-150,Hoag Shady Creek Spec Suite B2,Tenant Improvement,16200 Sand Canyon,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Frank , Est. , CA ,2/29/2016," $35,280 ",," $6,018 ",,,,,,,,,Pending,20%," $7,056 ",,,,,,,,,HBC,G. West,,,,,,,,,,,,,,,,,,,,,
16-151,Cylance add outlet in IT area,Add quad outlet in IT area,18201 Von Karman #700,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/21/2016, $400 ,,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Cylance,Issac Sanders,,,,,,,,,,,,,,,,,,,,,
16-152,Paclife Facilities test pilot,Pilot project budget,700 Newport Center Dr,Newport Beach,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,2/24/2016," $24,317 ",,,,,,,,,,,Pending,5%," $1,216 ",,,,,,,,,Turelk,Earl Lund,,,,,,,,,,,,,,,,,,,,,
16-153,John Hancock-Suite 120,Tenant Improvement,5000 Birch Street,Newport Beach,CA, 441 OC ," 2,145 ", TI , Negotiated , Engineered , Brian , Est. , CA ,3/14/2016," $152,270 ",, $- ,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-154,John Hancock-Blgd eng office and storage rooms,Tenant Improvement,5000 Birch Street,Newport Beach,CA, 441 OC , 679 , TI , Negotiated , Engineered , Brian , Est. , CA ,3/14/2016," $24,984 ",," $1,101 ",,,,,,,,,Pending,5%," $1,249 ",,,3/21/2016,," $152,271 ",,,,,,,,,,,,,,,,,,,,,,,,,,
16-155,OCC Trailer lights and outlets,lights and outlets for snack trailer,2701 Fairview,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/4/2016," $2,963 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,OCC,Randy Key,,,,,,,,,,,,,,,,,,,,,
16-156,Direct TV LADF Phase 2,Satelite Uplink Building,4901 Ashe Road,Bakersfield,CA, 477 SB ,, Specialty , Select Bid List , Engineered , Jeff P. , Est. , CA ,3/11/2006," $5,202,696 ",,,,,,,,,,,Lost,0%, $- ,,,,,,,Gilbane,Jon Schaefer,Gilbane,Jon Schaefer,,,,,,,,,Non Union," $4,700,000 ",Non Union," $4,700,000 ",, Union ,5700000,,,,,,
16-157,Epson Carson Repair warehouse lighting,Repair warehouse lighting,18300 Central Ave,Carson,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/3/2016," $2,900 ",,,,,,,,,,,Pending,5%, $145 ,,,,,,,,,Epson,Nia Smith,,,,,,,,,,,,,,,,,,,,,
16-158,Telepacific power and lighting LA site,New power and lightings for telcom,600 W. 7th Ave,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/3/2016," $4,980 ",," $2,219 ",,,,,,,,,Awarded,100%, $- ,,,,,,,,,Telepacific,Pat Johnson,,,,,,,,,,,,,,,,,,,,,
16-159,Blizzard TI for Datacom Building 2 first floor,Furnirture Restack,16225 Alton Pkwy,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/7/2016," $14,283 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Datacom,My Trieu,,,,,,,,,,,,,,,,,,,,,
16-160,TWC Ontario new cubical power,New circuits for 3 new cubes,1500 Auto Center Dr.,Ontario,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/3/2016," $2,434 ",," $2,386 ",,,,,,,,,Awarded,100%, $- ,,,,,,,,,TWC,CeCe Valles,,,,,,,,,,,,,,,,,,,,,
