Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid , Cost SF ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
17-084,HHI Physician's Dinning,Tenant Improvement,16200 Sand Canyon Ave,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Bill  , P.M. , CA ,11/17/2016," $13,810 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-085,CTA Suite 208 remodel,Tenant Improvement,222 E. Huntington Dr.,Monrovia,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/18/2016," $67,835 ",," $6,000 "," $2,000 ",,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-086,HHNB Building 21 Emergency Power Additions,Tenant Improvement,One Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Bill  , P.M. , CA ,9/22/2016," $19,512 ",,,,,,,,,,,Awarded,, $- ,,,,,,,HBA Inc.,,,,,,,,,,,,,,,,,,,,,,,,
17-087,Deutche Bank T8 relamp,Relamp existing fixtures,1761 St. Andrews Place,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/23/2016," $9,960 ",," $10,412 "," $17,850 ",,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-088,Deutche Bank Ave of Stars outage,Labor for outage,Ave of the Stars,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/23/2016," $2,600 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-089,Charter Cubical power connection,New cubical power,605 E. G street,Wilmington,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/23/2016," $3,288 ",, $120 ,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-090,Bank Service and lighting upgrade budget,Budget for gear and lighting,225 N. Barranca,West Covina,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/20/2016," $229,750 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-091,AON,Tenant Improvement,17875 Von Karman ,Irvine,CA, 441 OC ," 29,853 ", TI , Competitive , Engineered , Steve  , Est. , CA ,12/6/2016," $696,678 ", $23.34 ,,,,,,,,,,Lost,30%, $- ,,,,,,,,,HBC,J. Scarpinato,,,,,,,,,,,,,,,,,,,,,
17-092,Good Shephard Lutheran lighting and outlets,New outlets and lighting,4800 Irvine Center Dr,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/2/2016," $5,380 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-093,Westside building restroom outlet and lights,LED retrofit and add outlet in restroom,1111 E. Howell,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/2/2016," $2,030 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-094,Experian Courtyard & Café Budget,Tenant Improvement,475 Anton Blvd,Costa Mesa,CA, 441 OC ,, TI , Negotiated , Design/ Assist , Brian , Est. , CA ,12/13/2016," $215,198 ",,,,,,,,,,,Lost,50%, $- ,,,,,,,Turelk,M. Matejcek,,,,,,,,,,,,,,,,,,,,,,,
17-095,Charter new cubical configuration,New cuical power layout,5000 E. Spring St suite 360,Long Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/2/2016," $1,500 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-096,Bellflower MOB 5th Floor Behavioral Health,Tenant Improvement,9400 E. Rosecrans Ave.,Bellflower,CA, 11 LA ," 18,280 ", Hospital , Select Bid List , Engineered , Steve  , Est. , CA ,12/16/2016," $932,796 ", $51.03 ,,,,,,,,,,Awarded,, $- ,,,,,,,,,Swinerton,Scott Lauderdale,,,,,,,,,,,,,,,,,,,,,
17-097,AAA Cabinet rework at ACSC Training Center,Cabinet rework in kitchen,16920 S. Figueroa,Gardena,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/6/2016," $1,500 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-098,AAA Wiremold outlets in Honolulu and San Diego classrooms,New wiremold in classrooms,3333 Fairview Road,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/7/2016," $3,575 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-099,Charter Reconfigure Cubes Anaheim,Reconfigure Cubes in Anaheim,3430 Miraloma,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/7/2016," $1,500 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-100,Thales in Everet Washington,Thales for work with Holmes Electric,,Everet ,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/7/2016," $15,311 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-101,County of San Diego TI with Howard Construction,Budget for TI,3609 Ocean Ranch,Oceanside,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,12/7/2016," $20,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-102,Professional Plastic new generator,Budget for new generator,1810 E. Valencia Dr.,Fullerton,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,12/15/2016," $148,160 ",," $208,690 ",,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-103,AAA Woodland Hills pole light circuit,Replace pole light circuit,22708 Victory Blvd,Woodland Hills,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/8/2016," $4,219 ",," $2,850 ",,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-104,Suncor Fontana,OSHPD assisted living facility,7227 Oleander,Fontana,CA, 441 OC ,, Hospital , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,1/12/2017," $1,405,136 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-105,Imperial Rose Feeder and panel upgrade,New feeder and panel for suite 1029,1029 E. Imperial Hwy Suite 1029,Placentia,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/14/2016," $23,063 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-106,Ladera Sports Center temp power boxes,Temp power connection for gym,10 Terrace Rd,Ladera Ranch,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/16/2016," $6,292 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-107,Blizzard B14 HR Academy Demo,Demo Make Safe,16259 Laguna Canyon,Irvine,CA, 441 OC ," 5,267 ", TI , Negotiated , Engineered , Jeff P. , Est. , CA ,2/20/2016," $4,391 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,HBC,Tom Listerude,,,,,,,,,,,,,,,,,,,,,
17-108,Westcliff Plaza Parking Lot Renovation,Parking Lot Renovation,Irvine and 17th St,Newport Beach,CA, 441 OC ,, Site , Select Bid List , Engineered , Jeff P. , Est. , CA ,1/3/2017," $290,021 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-109,Blizzard B13- Restroom Remodel,Tenant Improvement,16275 Laguna Canyon Rd,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff S , P.M. , CA ,12/20/2016," $6,342 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-110,Jserra Outlets in Football room with data cable,New data drops and outlets in football rm,26351 Junipero Serra Rd,San Juan Capistrano,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/22/2016," $7,782 ",, $400 , $550 ,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-111,Youngs add 2 new ceiling fixtures and motion sensor,Add 2 new lights and sensor,Franklin Ave,Tustin,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/22/2016," $1,450 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-112,Blizzard B14 HR Academy,Tenant Improvement,16259 Laguna Canyon,Irvine,CA, 441 OC ," 5,267 ", TI , Negotiated , Engineered , Jeff S , P.M. , CA ,1/4/2017," $180,755 ", $34.32 ,,,,,,,,,,Awarded,," $180,755 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-113,Scripps Express Pharmacy,Pharmacy TI,2410 Wardlow,Carona,CA, 441 OC ," 15,450 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,1/17/2017," $415,598 ", $26.90 ,,,,,,,,,,Lost,, $- ,,,,,,,,,HBC,Genevieve West,,,,,,,,,,,,,,,,,,,,,
17-114,Carrington Car Charger outlet,New outlet for car charger,1400 Douglas,Anaheim,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/30/2016, $900 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-115,HHNB Pathology Admination Offices / Storage,Tenant Improvement,One Hoag Drive,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Engineered , Bill  , P.M. , CA ,1/5/2017," $29,700 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-116,Epson Data room outlet reconfig for 2 outlets,reconfigure 2 existing whips/outlets,3840 Kilroy Airport Way,Long Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/4/2017," $1,700 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-117,Kaiser Downey - ED Project,Infill of Emergency Dept. Shell,9333 imperial Hwy,Downey,CA, 11 LA ," 6,522 ", Hospital , Select Bid List , Engineered , Steve  , Est. , CA ,1/12/2017," $602,742 ", $92.42 ,,,,,,,,,,Lost,, $- ,,,,,,,,,Swinerton,James Yu,,,,,,,,,,,,,,,,,,,,,
17-118,Kaiser Downey - O.R. Project,3 new Shelled O.R.'s on 2nd Floor,9333 imperial Hwy,Downey,CA, 11 LA ," 2,170 ", Hospital , Select Bid List , Engineered , Steve  , Est. , CA ,1/12/2017," $406,075 ", $187.13 ,,,,,,,,,,Lost,, $- ,,,,,,,,,Swinerton,James Yu,,,,,,,,,,,,,,,,,,,,,
17-119,Rockwell #18- My IT,Tenant Improvement,1833 Alton Pkwy,Irvine,CA, 441 OC ,, TI , Budget , Design/ Assist , Jeff S , P.M. , CA ,1/9/2017," $41,575 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-120,17885 Von Karman,Exterior / Interior Budget,17885 Von Karman,Irvine,CA, 441 OC ,, TI , Budget , Design/Build , Frank , Est. , CA ,1/12/2017," $1,078,769 ",,,,,,,,,,,Unknown,30%, $- ,,,,,,,,,Snyder Langston,Larry Whitten,,,,,,,,,,,,,,,,,,,,,
17-121,AAA Parking Lot lighting power repair,Bore and refeed parking lighitng,3333 Fairview Road,Costa Mesa,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/10/2017," $16,985 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-122,College Hospital Power pole in Access Office,Add new power pole,301 Victoria,Costa Mesa,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/10/2017, $880 ,,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-123,Masyc group relocated outlets for server rack,Relocate outlets for server racks,220 N. Tustin,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/13/2017," $2,355 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-124,Bbraun new power for Future material storage,New power for modular future storage,2525 McGaw Ave,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/13/2017," $49,690 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-125,NCHS Crouch Steet,Tenant Improvement,619 Crouch Street,Oceanside,CA, 441 OC ," 4,896 ", TI , Competitive , Engineered , Frank , Est. , CA ,1/18/2017," $103,112 ", $21.06 ,,,,,,,,,,Lost,20%, $- ,,,,,,,,,HBC,G. West,,,,,,,,,,,,,,,,,,,,,
17-126,Blizzard #22 Demo,Demo Make Safe,4 Jenner,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff S , P.M. , CA ,1/24/2017," $6,980 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-127,Charter replace outside J box at gate,Replace J box at gate,4312 Eagle Rock Blvd,Los Angeles,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/18/2017," $1,800 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-128,SpaceX Irvine new floor outlets and dishwasher outlet,Add 2 floor boxes and convert outlet,96 Corporate Park #330,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,," $4,900 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-129,Hoag CC Radiation Simulator Replacement,Replacement of existing CT Scan equip,One Hoag Drive,Newport Beach,CA, 441 OC , 603 , Hospital , Select Bid List , Engineered , Steve  , Est. , CA ,1/25/2017," $50,991 ", $84.56 ,,,,,,,,,,Unknown,, $- ,,,,,,,,,HBC,G. West,Align Builders Inc.,Ian Hope,DEB,S Mackenzie,,,,,,,,,,,,,,,,,
17-130,Fountain Valley Hospital Genset Rental Womens pavillion #2,Hook up temp genset,17100 Euclid St.,Fountain Valley,CA, 441 OC ,, Hospital , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,1/19/2017," $7,500 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-131,Bizzard Bld 5 2nd floor workstation rework for Datacom,Workstation rework for datacom,16259 laguna Canyon,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/19/207," $5,000 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-132,Ladera Sport new outlets in therepy area,New outlets in therepy area,10 Terrace Rd,Ladera Ranch,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/20/2017," $1,550 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-133,Epson Carson power for new Surepress maching,New power for new equipment,1650 Glenn Curtiss,Carson,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/26/2017," $9,798 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-134,Nitto Avencia arc flash study and IR scan,IR scan and arc flash studies,4 Chrysler,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/20/2017," $14,600 ",, $800 ," $1,000 ",,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-135,Deutsche Bank 2nd floor outlets and data drops,New outlets and data drops,1761 E. St. Andrews Place,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/23/2017," $4,778 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-136,Festoon lighting for Vista Del Lago,350' of LED festoon lighting,27762 Vista Del Lago suite A4,Mission Viejo,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/26/2017," $10,986 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-137,Prologis LED fixture replacment,Replace Corelite 1x4 LED fixture,17777 Center Court N. Drive,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/25/2017, $960 ,,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-138,"SpaceX Irvine kitchen circuits, sign lighting and under counter","Kitchen outlets, sign light and counter lights",96 Corporate Park #330,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/27/2017," $4,924 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-139,California City GFARMA Center,Medical Marijuana Facility,Linberg Road,California City,CA, 11 LA ," 150,000 ", Specialty , Budget , Design/ Assist , Frank , Est. , CA ,2/3/2017," $1,724,989 ",,,,,,,,,,,Lost,10%, $- ,,,,,,,,,Miller Contracting,Dan Miller,,,,,,,,,,,,,,,,,,,,,
17-140,Provident Hospital new generator units,2 new 1 meg generators and gear,1300 W. 7th street,San Pedro,CA, 441 OC ,, Hospital , Budget , Engineered , Doyle , S.P. , CA ,2/14/2017, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-141,AAA Tustin install 9 CF fixtures with man lift,Install 9 cf fixtures with manlift,15601 Mosher Ave,Tustin,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/30/2017," $3,580 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-142,UMB ,Tenant Improvement,333 S. Grand ,Los Angeles,CA, 11 LA ,, TI , Select Bid List , Engineered , Brian , Est. , CA ,2/1/2016," $124,955 ",," $21,000 "," $5,373 "," $5,040 ",,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-143,HHI Dishroom Renovation,Tenant Improvement,16200 Sand Canyon Ave,Irvine,CA, 441 OC , 542 , Hospital , Budget , Design/ Assist , Frank , Est. , CA ,1/30/2017," $8,460 ",,,,,,,,,,,Unknown,30%, $- ,,,,,,,,,Nelson + Morris,J. Nelson,,,,,,,,,,,,,,,,,,,,,
17-144,Boardwalk Amenities,Tenant Improvement,18565&18575 Jamboree Road,Irvine,CA, 441 OC ," 9,630 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,2/3/2017," $398,277 ", $41.36 ,,,,,,,,,,Lost,50%, $- ,,,,,,,,,Snyder Langston,Robert Stewart,,,,,,,,,,,,,,,,,,,,,
17-145,CSMC Pharmacy Renovation,Tenant Improvement,8700 Beverly Blvd,Los Angeles,CA, 11 LA ,, Hospital , Select Bid List , Engineered , Brian , Est. , CA ,2/6/2017," $82,409 ",," $5,479 "," $2,393 ",,,,,,,,Unknown,30%, $- ,,,,,,,,,Snyder Langston,Chad Divine,,,,,,,,,,,,,,,,,,,,,
17-146,Bbraun Security Fence Project,Security Fence,2525 McGaw Ave,Irvine,CA, 441 OC ,, Site , Select Bid List , Engineered , Doyle , S.P. , CA ,2/15/2017," $60,098 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-147,AAA Modify Wiremold in Classroom,Wiremold modificaiton in classroom,3333 Fairview Road,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/31/2017, $580 , $195.00 ,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-148,Chevron Admin Building,FA retro fit,324 W El Segundo Blve,El Segundo ,CA, 11 LA ,, Fire Alarm , Select Bid List , Design/ Assist , Ron , P.M. , CA ,1/1/2017," $365,000 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-149,Memorial Care Office - Torrance,Tenant Improvement,,Torrance,CA, 11 LA ,, TI , Competitive , Engineered , Frank , Est. , CA ,2/6/2017, $- ,,,,,,,,,,,Not Bid,30%, $- ,,,,,,,,,HBC,G. West,,,,,,,,,,,,,,,,,,,,,
17-150,College Hospital MOB troubleshoot outside wiring,Troubleshoot outside wiring,273 Victoria,Costa Mesa,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/2/2017," $1,970 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-151,Cerritos corp replace conduit between suites,"Install 2"" CO between suites",17777 Center Court N. Drive,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/3/2017, $995 ,,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-152,Bbraun IT upgrade and Cell 30 projects,Work for Chirs Cook during outage,2525 McGaw Ave,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/3/2017," $9,900 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-153,RFG Foods,Equipment Relocaiton,,Riverside,CA, 440 RS ,, Industrial , Negotiated , Design/Build , Frank , Est. , CA ,3/31/2017," $213,666 ",,,,,,,,,,,Awarded,50%, $- ,,,,J-17-108," $213,666 ",,HBC,Kaz Mulcahy,HBC,Kaz Mulcahy,,,,,,,,,,,,,,,,,,,,,
17-154,PIMCO 5th and 11th floor furniture move,Move power for furniture relocation,650 Newport Center Dr.,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/8/2017," $5,000 ",," $1,500 ",,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-155,Charter Replace bollard fixture,Replace Bollard fixture,3430 E. Miraloma,Anaheim,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/8/2017," $3,300 ",," $8,000 ",,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-156,Campitelli Cookies,Tenant Improvement,1029 E. Imperial Hwy Suite 1029,Placentia,CA, 441 OC ,, TI , Select Bid List , Engineered , Brian , Est. , CA ,2/16/2017," $26,028 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-157,2722 Michelson - Rehab,Modify existing Bldg. and Parking Lot,2722 Michelson,Irvine,CA, 441 OC ," 154,176 ", Shell , Select Bid List , Engineered , Steve  , Est. , CA ,2/10/2017," $2,042,610 ", $13.25 ,,,,,,,,,,Lost,30%, $- ,,,,,,,,,Snyder Langston,Monica F.,,,,,,,,,,,,,,,,,,,,,
17-158,Cerritos Town Center outlets for TWC 7th floor,2 new outlets for Time Warner suite,17777 Town Center,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/9/2017, $850 ,,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-159,Charter cubical restack Garden Grove,Restack cubicals in 2 areas,12031 Industrial,Garden Grove,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/9/2017," $1,600 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-160,Charter cubical restack Cerritos,Restack cubicals in 2 areas,6021 Katella Suite 100,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/10/2017," $5,677 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-161,CommerceWest Bank new outlets,Now outlets for coffee bar and tv,2111 Business Center #100,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/17/2017," $1,000 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-162,Charter Warehouse lights and floor boxes,Repair warehouse lights and floor boxes,7142 Chapman Ave.,Garden Grove,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/17/2017," $12,548 ",," $5,600 "," $3,200 ",,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-163,Charter Install CF ballast City Industry,Install 4 CF ballast in exterior fixtures,636 Turbull Canyon Rd,City of Industry,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/17/2017, $650 ,,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-164,Charter Outside lighting repair/upgrade,Replace outside lighting and troubleshoot,3041 E. Miraloma Ave,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/17/2017," $6,760 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-165,Charter LED inside fixture repair on sales floor,Repair 8 LED fixtures on sales floor,16434 Beach Blvd,Westminster,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/17/2017," $2,200 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-166,Charter roof lights and 3 ballast inside,Replace and add LED roof fixtures,200 Paularino,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/17/2017," $14,452 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-167,The Pike Ferris Wheel Retro-fit,Ferris Wheel Lighting Retro-fit,60 Bay Street,Long Beach,CA, 11 LA ,, Specialty , Negotiated , Design/Build , Frank , Est. , CA ,3/20/2017," $18,975 ",,,,,,,,,,,Awarded,75%, $- ,,,,,,,DDR Corp,Morgan Erikson,,,,,,,,,,,,,,,,,,,,,,,
17-168,Riverside County Probation Parking Lot,Parking Lot Lighting and Gate Power,14327 Frederick,Moreno Valley,CA, 440 RS ,, Site , Select Bid List , Design/Build , Brian , Est. , CA ,2/27/2017," $43,370 ",,,,,,,,,,,Unknown,50%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
