Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
11-082,Hoag Fiber Reroute,Raceways for datacom project,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Rudy , Est. , CA ,2/3/2011," $38,000 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Hoag,Gregg Zoll,,,,,,,,,,,,,,,,,,,,,
11-083,Technicolor,Manufacturing Facility Relocation,Huntington Dr,Glendale,CA, 40 LA-Studio ," 35,000 ", TI , Select Bid List , Design/Build , Frank , Est. , CA ,3/8/2011," $1,037,833 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,KCS,John Schiller,KCS,John Schiller,,,,,,,,,,,,,,,,,,,,,
11-084,Fullerton Community Center,New Community Center Project,300 West Commonwealth,Fullerton,CA, 441 OC ," 48,000 ", Comercial , Select Bid List , Engineered , Jody , Est. , CA ,2/25/2011," $2,068,000 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Swinerton,,Swinerton,,,,,,,,,,,,,,,,,,,,,,
11-085,Chapman Argeros Inverter Modify,Modify new inverters in Argeros Forum,1 University Drive,Orange,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,2/3/2011," $8,520 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Chapman,Ed Blatchford,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
11-086,Santa Ana Cogen Plant,New Admin Bld to be fed from Cogen,,Santa Ana,CA, 441 OC ,, Specialty , Budget , Design/Build , Doyle , Est. , CA ,2/3/2011, $- ,,,,,,,,,,Not Built,, $- ,,,,,,,,,Swinerton,Greg Hurlock,,,,,,,,,,,,,,,,,,,,,
11-087,Chapman Hashinger plug mold & GFCI,Replace lab plug mold and GFCI Outlers,1 University Drive,Orange,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,2/3/2011," $9,575 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Chapman,Ed Blatchford,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
11-088,D-Link,,17595 Mt. Herman Street,Fountain Valley,CA, 441 OC ," 14,000 ", TI , Competitive , Design/Build , Rudy , Est. , CA ,2/15/2011," $161,535 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,HBC,Kim Renfro,,,,,,,,,,,,,,,,,,,,,
11-089,"18301 Von Karman, 1st Flr. RR",Remodel Restrooms,18301 Von Karman Ave,Irvine,CA, 441 OC ,, TI , Budget , Design/Build , Frank , Est. , CA ,2/8/2011," $5,046 ",,,,,,,10.00%,5.00%,,Awarded,100%, $- ,,,,,,,,,HBC,Jim Scarpinato,Turelk,Craig Powell,,,,,,,,,,,,,,,,,,,
11-090,CarbonLITE Plastic Recycle Plant,,,Riverside,CA, 440 RS ,, Industrial , Competitive , Engineered , Jody , Est. , CA ,2/23/2011," $1,953,109 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,United Rigers,Nelson,,,,,,,,,,,,,,,,,,,,,
11-091,Newport Ortopedic TI,Remodel Office Space,16300 Sand Canyon #400,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , Est. , CA ,2/23/2011," $48,760 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Roel,,KPRS,,,,,,,,,,,,,,,,,,,,
11-092,CarbonLITE Office TI,Office Space TI,,Riverside,CA, 440 RS ,, TI , Competitive , Engineered , Jody , Est. , CA ,2/25/2011," $148,000 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,United Rigers,Nelson,KPRS,,,,,,,,,,,,,,,,,,,,
11-093,Baxter WAVE Project,Installation of new Still for RO Water,4501 Colorado Blvd,Los Angeles,CA, 11 LA ,, Industrial , Budget , Design/Build , Frank , Est. , CA ,2/17/2011," $80,461 ",,,,,,,15.00%,5.00%,,Pending,4%, $- ,,,,,,,,,CBSI,Tim Cannon,,,,,,,,,,,,,,,,,,,,,
11-094,PWC Tenant Improvement,Tenant Improvement,2020 Main Street,Irvine,CA , 441 OC ," 42,644 ", TI , Competitive , Engineered , Frank , Est. , CA ,2/24/2011," $589,362 ",,,,,,,10.00%,5.00%,,Lost,0%, $- ,,,,,,,,,HBC,Pete Cali,Turelk,Jim Bianco,,,,,,,SASCO,,"O""Bryant",,,,,,,,,,
11-095,Baxter Compressor Upgrade,Replace 150 HP Compressor,4501 Colorado Blvd,Los Angeles,CA, 11 LA ,, Industrial , Budget , Design/Build , Frank , Est. , CA ,2/25/2011," $40,766 ",,,,,,,15.00%,10.00%,,Pending,5%, $- ,,,,,,,,,CBSI,Tim Cannon,,,,,,,,,,,,,,,,,,,,,
11-096,"Real Com, Suite 910",Tenant Improvement,18301 Von Karman Ave,Irvine,CA, 441 OC ," 1,445 ", TI , Budget , Design/Build , Frank , Est. , CA ,3/2/2011," $11,939 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Turelk,Criag Powell,Turelk,Criag Powell,,,,,,,,,,,,,,,,,,,,,
11-097,Hoag Fire Alarm Retrolfit ROM,ROM for fire alarm conduit work,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Doyle , Est. , CA ,3/3/2011," $301,700 ",,,,,,,,,,Not Built,10%, $- ,,,,,,,,,Hoag,Scott Neiderheir,,,,,,,,,,,,,,,,,,,,,
11-098,Kaiser Harbor City Site and Demo,Demo and Site prep for new hospital,,Harbor City,CA, 11 LA ,, Hospital , Select Bid List , Engineered , Doyle , Est. , CA ,4/5/2011, $- ,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,HBE,,,,,,,,,,,,,,,,,,,,,,
11-099,Epson Long Beach- 3rd Floor,Restack- office space,3840 Kilroy Airport Way,Long Beach,CA, 11 LA ,, TI , Select Bid List , Design/Build , Jeff S. , P.M. , CA ,3/9/2011," $8,531 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,
11-100,Kaiser Downey KNAPP,Hookup Customer Equipment,9521 Dalen Street,Downey,CA, 11 LA ,, Industrial , Competitive , Engineered , Randy D. , P.M. , CA ,3/9/2011," $19,800 ",,,,,,,,,,Lost,1%, $- ,,,,,,,,,KP,,,,,,,,,,Woods,,,,,,,,,,,,
11-101,Thales 400 HZ Upgrade,400 HZ upgrade project,9975 Toledo Way,Irvine,CA, 441 OC ,, Industrial , Competitive , Engineered , Doyle , Est. , CA ,3/15/2011," $79,897 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Turelk,Jeff Turi,Ameron,Mike Forquer,,,,,,,,,,,,,,,,,,,
11-102,Northwestern Mutual,"TI of 5th, 6th, 7th Floors",1500 Quail,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Jody , Est. , CA ,3/14/2011," $146,485 ",,,,,,,,,,Lost,25%, $- ,,,,,,,,,Turelk,Mike M,,,,,,,,,,,,,,,,,,,,,
11-103,Chapman A/C panel & LED retro,,,Orange,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,3/12/2011," $4,969 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
11-104,Roth Capitol TI,1st and 4th floor ti,888 San Clemente,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Doyle , Est. , CA ,3/15/2011," $303,700 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,HBC,Pete Cali,Turelk,Jeff Turi,,,,,,,,,,,,,,,,,,,
11-105,Thales Toledo Cube Relocate,Disconnect and reconnect cubes,9975 Toledo Way,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,3/12/2011," $1,984 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Thales,Arick Gale,,,,,,,,,,,,,,,,,,,,,
11-106,AAA AO PBX Project Building B,Add Rack Mounted Outlets,3333 Fairview Road,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Frank , Est. , CA ,3/14/2011," $3,527 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,AAA,Jim Thys,AAA,Jim Thys,,,,,,,,,,,,,,,,,,,,,
11-107,AAA AO Computer Room PDU,Add 150kVA PDU,3333 Fairview Road,Costa Mesa,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Frank , Est. , CA ,3/14/2011," $62,196 ",,,,,,,,,,Not Built,1%, $- ,,,,,,,,,AAA,Jim Thys,,,,,,,,,,,,,,,,,,,,,
11-108,AAA HQ Test ATS,Test ATS,2601 Figeroua Street,Los Angeles,CA, 11 LA ,, TI , Select Bid List , Design/Build , Frank , Est. , CA ,3/14/2012, $- ,,,,,,,,,,Not Bid,, $- ,,,,,,,,,AAA,Jim Thys,,,,,,,,,,,,,,,,,,,,,
11-109,City of Hope Waiting Recept Area,Remodel Reception and Waiting,"1500 E, Duarte",Duarte,CA, 11 LA ,, Hospital , Select Bid List , Engineered , Jody , Est. , CA ,3/18/2011," $98,573 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Cannon,Brian Folkman,Cannon,Brian Folkman,,,,,,,,,,,,,,,,,,,,,
11-110,Choc at Mission NICU Expansion,5th Floor Remodel,,Mission Viejo,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Daniel , Est. , CA ,3/24/2011," $182,775 ",,,,,,,,,,Lost,1%, $- ,,,,,,,,,Miles and Kelly,Jenn Mueler,,,,,,,,,,,,,,,,,,,,,
11-111,18301 VK Suite 510,Tenant Improvement,18301 Von Karman Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Frank , Est. , CA ,3/2/2011," $3,862 "," $17,107 "," $1,651 "," $3,000 ",,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-112,VA LA Sky Factory Package,Lighting Package Quote,,Los Angeles,CA, 11 LA ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,3/19/2011, $- ,,,,,,,,,,Lost,0%, $- ,,,,,,,,,CED Design,Vannessa Doyle,,,,,,,,,,,,,,,,,,,,,
11-113,Chpaman Radon Raceways,New raceways for Radon Roon,1 University Drive,Orange,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,3/19/2011," $1,704 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Chapman,Ed Blatchford,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
11-114,Thales power to car chargers,,Toledo and Discovery,Irvine,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , Est. , CA ,3/21/2011," $19,866 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,Thales ,Arick Gale,,,,,,,,,,,,,,,,,,,,,
11-115,Hoag HVI Speech and OCC Therapy,Make ready for HVI,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Doyle , Est. , CA ,3/30/2011," $26,454 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Far West,Ryan Berry,,,,,,,,,,,,,,,,,,,,,
11-116,Newporrt Lido MCC Upgrade,New MCC and Compressor,351 Hospital Road,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,4/20/2011," $20,797 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Newport Lido,Dave Molinari,Newport Lido,Dave Molinari,,,,,,,,,,,,,,,,,,,,,
11-117,Orange Coast Memorial Center - Pharmacy Relocation,,,Fountain Valley,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Daniel , Est. , CA ,4/5/2011," $140,307 ",,,,,,,,,,Lost,15%, $- ,,,,,,,,,Zone ,Jason Tarulli,,,,,,,,,,,,,,,,,,,,,
11-118,Chapman IT Design Power Upgrade,Design and Consult for IT power upgrade,635 Palm,Orange,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,3/24/2011," $5,000 ",,,,,,,,,,Unknown,1%, $- ,,,,,,,,,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
11-119,OC Sanitation Pump Replace,Replace 2 pumps,,Fountain Valley,CA, 441 OC ,, Industrial , Select Bid List , Engineered , Doyle , Est. , CA ,3/25/2011," $29,888 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Trinity Process,Ricky Reed,,,,,,,,,,,,,,,,,,,,,
11-120,Epson Long Beach 2nd & 4th floor,New cube circuits and panel,3840 Kilroy Airport Way,Long Beach,CA, 11 LA ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,3/25/2011," $17,490 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,HBC,Jim Scarpinato,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,
11-121,Pacific Life Ground Level SE Quad,Tenant Improvement,700 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,4/6/2011," $124,572 ",,,,,,,,,,Lost,10%, $- ,,,,,,,,,Turelk,Earl Lund,,,,,,,,,,,,,,,,,,,,,
11-122,Pacific Life 4th Floor New Offices,Tenant Improvement,700 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,4/5/2011," $23,572 ",,,,,,,,,,Lost,10%, $- ,,,,,,,,,Turelk,Earl Lund,,,,,,,,,,,,,,,,,,,,,
11-123,Chapman Smith AC power,New panel and a/c power,1 University Drive,Orange,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,4/5/2011," $7,388 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Chapman,Ed Blatchford,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
11-124,Chpaman Parking Inverter,New inverter and egress for parking,1 University Drive,Orange,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,4/4/2011," $127,800 ",,,,,,,,,,Not Built,2%, $- ,,,,,,,,,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
11-125,Hoag HVI,Add new hybrid OR/associated spaces,1 Hoag Drive,Newport Beach,CA, 441 OC ," 20,821 ", Hospital , Select Bid List , Engineered , Rudy , Est. , CA ,4/22/2011," $2,162,090 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Hoag,Jim Ardry,Hoag,Jim Ardry,,,,,,,,,,,,,,,,,,,,,
11-126,Chevron Hawes and Sowers Solar,,,Huntington Beach,CA, 441 OC ,, Specialty , Select Bid List , Engineered , Doyle , Est. , CA ,4/8/2011," $226,720 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Chevron,Kent Christian,Chevron,Kent Christian,,,,,,,,,,,,,,,,,,,,,
11-127,Rubber Craft Equipment Relo,Disconnect and reconnect equipment,3701 Conant,Long Beach,CA, 11 LA ,, Comercial , Select Bid List , Engineered , Frank , Est. , CA ,4/10/2011," $109,598 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,HBC,Jim Scarpinato,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,
11-128,JPL 2.4KV Upgrade to 16.5KV,Site 16.5KV Distribution,,Pasadena,CA, 11 LA ,, Specialty , Select Bid List , Engineered , Jeff P. , Est. , CA ,5/4/2011, $- ,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,JPL,Jim Constantine,,,,,,,,,,,,,,,,,,,,,
11-129,"JPL Replace Electrical Busducts, Building 183",Replace 2 busduct risers ,,Pasadena,CA, 11 LA ,, Specialty , Select Bid List , Engineered , Jody , Est. , CA ,5/4/2011," $1,643,000 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,JPL,Jim Constantine,,,,,,,,,,,,,,,,,,,,,
11-130,Hersey & Sutton Von Karman Suite 1060,Office Improvement,18301 Von Karman Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Frank , Est. , CA ,4/11/2011," $16,460 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Turelk,Rex Martin,,,,,,,,,,,,,,,,,,,,,
11-131,Von Karman Suite 1040,,,,CA, 441 OC ,, TI , Select Bid List , Engineered , Frank , Est. , CA ,4/11/2011," $5,360 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-132,Baxter B-1 Fractionation Area Improvements,Clean Room Remodel,4501 Colorado Blvd,Los Angeles,CA, 11 LA ,, Specialty , Competitive , Engineered , Frank , Est. , CA ,4/15/2011," $881,974 ",,,,,,,,,,Pending,10%, $- ,,,,,,,Vertical,John Bordne,Vertical,John Borden,CBSI,Tim Cannon,R&S,Jun Tan,TCCO,Doug Spence,WesleyThomas,,,,,,,,,,,,,,
11-133,Hyundai Corp Campus Budget,"New 6 story, 2 story and parking budget",10550 Talbert,Fountain Valley,CA, 441 OC ,, Shell , Budget , Engineered , Doyle , Est. , CA ,4/19/2011," $5,210,150 ",,,,,,,,,,Lost,2%, $- ,,,,,,,Hyundi AMCO,,Snyder Langston,George Loynd,,,,,,,,,,,,,,,,,,,,,SL is a consultant not the contractor.  Hyundi pre-quallified subs
11-134,Thales RF Filter Replacement,Replace RF fillters on enviromental chamber,58 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,4/22/2011," $3,200 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Thales,Arick Gale,Thales,Arick Gale,,,,,,,,,,,,,,,,,,,,,
11-135,Rancho San Diego Sherrif Station,New Ground Up Sherrif Facility,Campo Road,Lemon Grove,CA, 441 OC ," 25,000 ", Comercial , Competitive , Design/Build , Frank , Est. , CA ,5/13/2011," $1,430,532 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,McCarthy,Rick Lloyd,C.W. Driver,,,,,,,,,,,,,,,,,,,,
11-136,Thales Inovation Room A/C unit,New A/C Circuit,58 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,4/25/2011," $1,430 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Thales,Arick Gale,Thales,Arick Gale,,,,,,,,,,,,,,,,,,,,,
11-137,Kaiser MOB,New MOB,27300 Iris Drive,Moreno Valley,CA, 440 RS ," 74,425 ", Hospital , Budget , Engineered , Doyle , Est. , CA ,4/26/2011, $- ,,,,,,,,,,Lost,0%, $- ,,,,,,,Hensel Phelps,,Swinerton,Terry Gee,,,,,,,,,,,,,,,,,,,,,
11-138,Culver Studio Stage 2 and 3 power upgrade,New Wiring and equip for new powre,9336 W Washington,Culver City,CA, 40 LA-Studio ,, Site , Budget , Engineered , Doyle , Est. , CA ,5/6/2011," $298,000 ",,,,,,,,,,Not Built,2%, $- ,,,,,,,Priced for Dan Mcneff,,Culver Studio,,,,,,,,,,,,,,,,,,,,,,
11-139,AAA Car Chargers,New power for electric car chargers,,,CA, 441 OC ,, Site , Select Bid List , Design/Build , Dan , P.M. , CA ,5/4/2011," $550,600 ",,,,,,,,,,Lost,15%, $- ,,,,,,,Priced for Dan Mcneff,,AAA,Jim Thyes,,,,,,,,,,,,,,,,,,,,,
11-140,St Margarets Phase 2 Cable,New SDG&E Feed,31641 La Novia,San Juan Capo,CA, 441 OC ,, Site , Select Bid List , Engineered , Frank , Est. , CA ,9/29/2011," $132,900 ",,,,,,,,,,Lost,0%, $- ,,,,,,,Del Amo Const.,Randy Cudworth,,,,,,,,,,,,,,,,,,,,,,,
11-141,Mentor Graphics,,,,CA, 441 OC ,, TI , Competitive , Engineered , Jody , Est. , CA ,5/10/2011," $12,680 ",,,,,,,,,,Lost,0%, $- ,,,,,,,2 H Construction,,Turelk,,KPRS,,HBC,,,,,,,,,,,,,,,,,,
11-142,Brocade,"Relocate ex. Fixtures, add new UPS",2050 Main Street,Irvine,CA, 441 OC ," 5,420 ", TI , Competitive , Engineered , Rudy , Est. , CA ,5/12/2011," $82,590 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Turelk,,HBC,Greg Guba,,,,,,,,,,,,,,,,,,,
11-143,Eastside Christian Church,,,,CA, 441 OC ,, Specialty , Budget , Engineered , Jody , Est. , CA ,5/20/2011," $4,577,000 ",,,,,,,,,,Lost,1%, $- ,,,,,,,Snyder Langston,Johnathan Bagnal,Snyder Langston,Johnathan Bagnal,,,,,,,,,,,,,,,,,,,,,4th or 5th out of 6
11-144,Time Warner TI,TI for existing space in Arden Bld,17777 Center Court #300,Cerritos,CA, 441 OC ,, TI , Competitive , Engineered , Doyle , Est. , CA ,5/13/2011," $68,357 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Collins,,Collins,,,,,,,,,,,,,,,,,,,,,,
11-145,Coca Cola Downey - Syrup Room,Syrup Room Remodel,8729 Cleta St,Downey,CA, 11 LA ,, TI , Competitive , Engineered , Jody , Est. , CA ,5/23/2011," $187,992 ",,,,,,,,,,Lost,2%, $- ,,,,,,,,,Roel,Corey Abeel,,,,,,,,,,,,,,,,,,,,,
11-146,Hoag Conference room renovation,Remove wall and modify conf room,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Doyle , Est. , CA ,5/19/2011," $13,560 ",,,,,,,,,,Not Built,10%, $- ,,,,,,,Priced for Bill B,,Far West,Ryan Berry,,,,,,,,,,,,,,,,,,,,,
11-147,18301 Von Karman Suite 600,Spec Suite Tenant Improvement,18301 Von Karman Ave,Irvine,CA, 441 OC ,, TI , Budget , Design/Build , Frank , Est. , CA ,5/20/2011," $11,748 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,Turelk,Craig Powell,,,,,,,,,,,,,,,,,,,,,
11-148,18301 Von Karman Suites 410 & 420,Spec Suite Tenant Improvement,18301 Von Karman Ave,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,5/31/2011," $23,112 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,Turelk,Craig Powell,HBC,Jim Scarpinato,KPRS,Amir Markazi,2H Const,,,,,,,,,,,,,,,,
11-149,18301 Von Karman Suites 270 & 280,Spec Suite Tenant Improvement,18301 Von Karman Ave,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,5/31/2011," $27,788 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,Turelk,Craig Powell,HBC,Jim Scarpinato,KPRS,Amir Markazi,2H Const,,,,,,,,,,,,,,,,
11-150,Thales Theater Room,Theater Room Work,58 Discovery,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Doyle , Est. , CA ,5/25/2011," $23,270 ",,,,,,,,,,Awarded,10%, $- ,,,,,,,,,Turelk,Christian Capper,,,,,,,,,,,,,,,,,,,,,11-3-11 on hold until Dec.
11-151,LAX Tower Crane Aircraft Lighting Correction,Deal with City of LA Correction Noitic,380 W. World Way,Los Angeles,CA, 11 LA ,, Specialty , Select Bid List , Design/Build , Frank , Est. , CA ,5/25/2012," $9,131 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-152,Hoag Blood Donor,Modify existing area to Office space ,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Bill , P.M. , CA ,5/26/2011," $6,194 ",,,,,,,,,,Lost,5%, $- ,,,,,,,Far West,Ryan Berry,Far West,Ryan Berry,,,,,,,,,,,,,,,,,,,,,Far west did not get it.
11-153,Epson Exhaust Fan,Exhaust Fan Project,3840 Kilroy Airport Way,Long Beach,CA, 441 OC ,, TI , Competitive , Engineered , Doyle , Est. , CA ,6/1/2011," $3,296 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,HBC,Jim Scarpinato,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,
11-154,Chevron Sowers Infill Project,Infill for existing roll up door,9300 Indianapolis Ave,Huntington Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,6/3/2011," $1,950 ",,,,,,,,,,Awarded,20%, $- ,,,,,,,,,Chevron,Kent Christian,,,,,,,,,,,,,,,,,,,,,
11-155,Kaiser Fire Alarm and Nurse Call,Replace FA and NC system in hospital,27300 Iris Drive,Moreno Valley,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Jody , Est. , CA ,6/10/2011," $2,514,740 ",,,,,,,,,,Lost,2%, $- ,,,,,,,Kaiser Facilities,Ron Veloz,Kaiser Facilities,Ron Veloz,,,,,,,,,,,,,,,,,,,,,
11-156,Thales Modular reconfiguration,Remove old and install new modular ,58 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,6/7/2011," $5,997 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Thales ,Arick Gale,Thales ,Arick Gale,,,,,,,,,,,,,,,,,,,,,
11-157,San Diego Solar Support Buildings,Support Blds for Commerical Solar Farm,,San Diego,CA, 441 OC ,, Comercial , Budget , Design/Build , Doyle , Est. , CA ,6/10/2011," $422,010 ",,,,,,,,,,Lost,2%, $- ,,,,,,,,,Zachry,Bob Moore,,,,,,,,,,,,,,,,,,,,,
11-158,Hoag Cancer Center Air Handler Upgrade - Nalar,Replace control conduit on (6) HVAC,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Bill , P.M. , CA ,6/9/2011," $6,117 ",,,,,,,,,,Awarded,10%, $- ,,,,,,,Nalar,Lee Ayres,Nalar,Lee Ayres,,,,,,,,,,,,,,,,,,,,,
11-159,Newport Lido Suite427,New outlet and tv stub TI,351 Hospital Road,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,6/13/2011, $400 ,,,,,,,,,,Awarded,100%, $- ,,,,,,,Newport Lido,Debi Boler,Newport Lido,Debi Boler,,,,,,,,,,,,,,,,,,,,,
11-160,Torrance 5 Building budget,5 core shell blds with site budget,Crenshaw Blvd & 208th st,Torrance,CA , 11 LA ,, Shell , Budget , Design/Build , Doyle , Est. , CA ,6/15/2011," $1,610,250 ",,,,,,,,,,Not Built,1%, $- ,,,,,,,,,Panattoni,Bob Klaewtanong,,,,,,,,,,,,,,,,,,,,,
11-161,Vivante on the Coast,`Assisted Living Facility,,Costa Mesa,CA , 441 OC ," 198,640 ", TI , Competitive , Engineered , Daniel , Est. , CA ,6/29/2011, $- ,,,,,,,,,,Not Bid,, $- ,,,,,,,,,CW Driver,Evan Taylor,Lusardi,Evan Green,Suffolk Roel,Mark Phillips,,,,,,,,,,,,,,,,,
11-162,BBraun Boiler Addition Controls,Add new boiler,2525 Mcgaw,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Engineered , Doyle , Est. , CA ,6/15/2011," $24,985 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Emerson,Jim Haney,DPR,Bob Kelly,Caltrol,Jim Haney,,,,,,,,,,,,,,,,,,,
11-163,Hoag HVI Change Order,Change orders for HVI project,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Jody , Est. , CA ,6/18/2012, $- ,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
