Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
13-087,Pacific Life Grd Flr. Lighting Retro-fit,Tenant Improvement,700 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Negotiated , Engineered , Frank , Est. , CA ,1/31/2013," $51,208 ",,,,,,,,,,Awarded,90%, $- ,,,,,,,,,Turelk,Earl Lund,,,,,,,,,,,,,,,,,,,,,
13-088,PIMCO Package #1,Tenant Improvement,650 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff P. , Est. , CA ,11/10/2012," $1,269,870 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,HBC,Don Fraser,HBC,Don Fraser,,,,,,,,,,,,,,,,,,,,,
13-089,PIMCO Package #2,Tenant Improvement,650 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff P. , Est. , CA ,1/28/2013," $3,610,900 ",,,,,,,,,,Lost,0%, $- ,,,,,,,HBC,Don Fraser,HBC,Don Fraser,,,,,,,,,Sasco," $2,600,000 ",,,,,,,,,,,
13-090,PIMCO Package #3,Tenant Improvement,650 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff P. , Est. , CA ,11/10/2012," $3,958,900 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,HBC,Don Fraser,HBC,Don Fraser,,,,,,,,,Sasco," $3,500,000 ",,,,,,,,,,,
13-091,PIMCO Package #4,Tenant Improvement,650 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff P. , Est. , CA ,3/5/2013," $1,626,800 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,HBC,Don Fraser,HBC,Don Fraser,,,,,,,,,,,,,,,,,,,,,
13-092,PIMCO Package #5 &6,Tenant Improvement,650 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff P. , Est. , CA ,4/3/2013," $3,769,600 ",,,,,,,,,,Lost,0%, $- ,,,,,,,HBC,Don Fraser,HBC,Don Fraser,,,,,,,,,,,,,,,,,,,,,
13-093,PIMCO Gym,Tenant Improvement,650 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff P. , Est. , CA ,4/3/2013," $349,796 ",,,,,,,,,,Lost,0%, $- ,,,,,,,HBC,Don Fraser,HBC,Don Fraser,,,,,,,,,,,,,,,,,,,,,
13-095,"UCIMC B22C, CDDC Epansion",OSHPD Tenant Improvement,,Orange,CA, 441 OC ," 14,100 ", Hospital , Competitive , Design/Build , Frank , Est. , CA ,2/6/2013,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-096,Desert Regional Medical Center Phase 2B,Chiller Replacment,1150 N. Indian Canyon Dr.,Palm Springs,CA, 440 RS ,, Hospital , Select Bid List , Engineered , Jeff P. , Est. , CA ,2/21/2013,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,Siemans,Steve Guerrero,,,,,,,,,,,,,,,,,,,,,
13-097,UCI Sue & Bill Gross Hall 4th Flr. Build-Out,Tenant Improvement,"UCI Campus, Bldg. 845",Irvine,CA, 441 OC ," 12,600 ", TI , Select Bid List , Design/Build , Frank , Est. , CA ,4/4/2013," $675,221 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-098,Baxter Boiler Upgrade,Mechanical Upgrade,4501 Colorado Blvd.,Los Angeles,CA, 11 LA ,, Industrial , Competitive , Design/Build , Frank , Est. , CA ,2/13/2013," $31,717 ",,,,,,,,,,Lost,30%, $- ,,,,,,,,,Cannon,Tom Shebel,Vertical,John Borden,Wesley Thomas,Mark Lundberg,,,,,,,,,,,,,,,,,
13-099,Baxter Comjpressed Air Upgrade,Mechanical Upgrade,4501 Colorado Blvd.,Los Angeles,CA, 11 LA ,, Industrial , Competitive , Design/Build , Frank , Est. , CA ,2/13/2013," $166,569 ",,,,,,,,,,Lost,30%, $- ,,,,,,,,,Cannon,Tom Shebel,Vertical,John Borden,Wesley Thomas,Mark Lundberg,,,,,,,,,,,,,,,,,
13-100,Pacific Life Antenna Conduits,Tenant Improvement,700 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,2/7/2013," $14,264 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Pacific Life,Steve Turi,,,,,,,,,,,,,,,,,,,,,
13-101,Pacific Life Repolace MCC Bucket,Repair,700 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,2/16/2013," $3,766 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Pacific Life,Perry Fanuef,,,,,,,,,,,,,,,,,,,,,
13-102,HHI - Boiler room Lighting Upgrade,Hospital,16200 Sand Canyon ,Irvine,CA, 441 OC ,, Hospital , Budget , Design/Build , Bill , P.M. , CA ,2/19/2013," $19,009 ",,,,,,,,,,Not Built,50%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-103,UC Path Center,Tenant Improvement,14350 Meridian Parkway,Riverside,CA, 440 RS ,, TI , Select Bid List , Design/Build , Frank , Est. , CA ,4/3/2013," $1,127,504 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Swinerton,,,,,,,,,,,,,,,,,,,,,,
13-104,Chapman Moulton Dimmer Replacement,Repair LED dimmer and remote,1 University Drive,Orange,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,2/22/2013, $788 ,,,,,,,,,,Awarded,100%, $- ,,,,,,,Chapman,Ed Blatchford,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
13-105,Big Bear Street Lighting,Install customer furnished street lights,Pine Knott Ave and Village Dr.,Big Bear Lake,CA, 477 SB ,, Site , Budget , Engineered , Doyle , S.P. , CA ,2/25/2013," $122,730 ",,,,,,,,,,Lost,1%, $- ,,,,,,,,,Siemans,Steve Cacace,,,,,,,,,,,,,,,,,,,,,
13-106,Whittier Hospital rebid,Rebid of 11-010,9080 Colima,Whittier ,CA, 11 LA ,, Hospital , Select Bid List , Engineered , Doyle , S.P. , CA ,3/8/2013," $979,100 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-107,Know Services,Tenant Improvement,18301 Von Karman Aveneu,Irvine,CA, 441 OC ," 3,671 ", TI , Competitive , Engineered , Frank , Est. , CA ,2/27/2013," $14,011 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,Turelk,,,,,,,,,,,,,,,,,,,,,,
13-108,OCC Sign Lighting,,Adams and Fairview,Costa Mesa,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/3/2013," $7,969 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,OCC,Randy Key,,,,,,,,,,,,,,,,,,,,,
13-109,Space X Office Tower/Xfer Tube/Dragon Weld,Tenant Improvement,1 Rocket Road,Hawthorne,CA, 11 LA ,, TI , Select Bid List , Engineered , Frank , Est. , CA ,3/1/2013," $336,499 ",,,,,,,,,,Awarded,100%, $- ,3/18/2013,,3/8/2013,J-13-121,,,,,SpaceX,Bruce McHugh,,,,,,,,,,,,,,,,,,,,,
13-110,Time Warner plotter outlets,(3) new outlets for (2) new plotters,3041 E> Miralona Ave,Anaheim,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/1/2013, $947 ,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Time Warner,CeCe Valles,,,,,,,,,,,,,,,,,,,,,
13-111,Kaiser - Sand Canyon Two Projects,OSHPD Tenant Improvement,6650 Alton ,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Jeff P. , Est. , CA ,3/12/2013,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,Swinerton,Scott Lauderdale,,,,,,,,,,,,,,,,,,,,,
13-112,Epson Long Beach Training room and Café,Café and Training room remodel work,,Long Beach,CA, 11 LA ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,3/5/2013," $16,427 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-113,LRS LA 3rd Floor,Fire Alarm with conduit,12440 E. Imperial Hwy,Norwalk,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,3/6/2013," $29,780 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,Tom,,Tom Mitchell ,,,,,,,,,,,,,,,,,,,,,
13-114,Bbraun New compressors Excell Saddlemold,(2) 15HP compressor circuits,Anton,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/8/2013," $8,686 ",,,,,,,,,,Unknown,5%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-115,Baxter Air Lock 246,Tenant Improvement,4501 Colorado Blvd.,Los Angeles,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , P.M. , CA ,3/8/2013," $6,718 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Cannon,Tom Shebel,,,,,,,,,,,,,,,,,,,,,
13-116,17332 Gothard,Tilt up & Site,17332 Gothard,Huntington Beach,CA, 441 OC ,, Comercial , Competitive , Design/Build , Jeff P. , Est. , CA ,3/31/2013," $591,200 ",,,,,,,,,,Lost,, $- ,,,,,,,,,Miller,Dana Odell,,,,,,,,,,,,,,,,,,,,,
13-117,PLH Equipment upgrade mech. Room,Fire Alarm,1301 Rose Dr,Placentia,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,3/11/2013," $3,010 ",,,,,,,,,,Awarded,90%, $- ,,,,,,,Simplex,,Simplex,Carlos,,,,,,,,,,,,,,,,,,,,,
13-118,OCC Sub Metering Project,Building networked sub meter project,Fairview Street,Costa Mesa,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/20/2013," $201,400 ",,,,,,,,,,Not Built,50%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-119,SpaceX Wilkie Sheet Metal Shop Relocation,Tenant Improvement,Wilkie,Hawthorne,CA, 11 LA ,, Comercial , Negotiated , Design/Build , Frank , Est. , CA ,3/13/2013," $147,223 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,SpaceX,Ross Hully,,,,,,,,,,,,,,,,,,,,,
13-120,Hoag West Tower Cosmetic Upgrade,Hospital TI,one hoag drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Jeff P. , Est. , CA ,4/2/2013," $190,810 ",,,,,,,,,,Unknown,15%, $- ,,,,,,,,,HBA Inc.,Ryan Berry,,,,,,,,,,,,,,,,,,,,,
13-121,Westfield Office Relocation,Fire alarm ,,LA,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,3/18/2013," $49,320 ",,,,,,,,,,Lost,0%, $- ,,,,,,,Simplex,,,,,,,,,,,,,,,,,,,,,,,,
13-122,Youngs Market Office furniture connection,8 wire feed plus on new copier circuit,Franklin Ave,Tustin,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,3/15/2013, $987 ,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-123,Youngs Warehouse lighting contactors,Replace Warehouse Contactors,Franklin Ave,Tustin,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,3/15/2013," $1,608 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-124,Anaheim Regional Sturctural Upgrades,Structural upgrades OSHPD,1111 W La Palma Ave,Anaheim,CA, 441 OC ,, Hospital , Competitive , Design/ Assist , Jeff P. , Est. , CA ,4/8/2013,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-125,Epson Carson Lighting Contactor,Replace 10 pole lighitng contactor,,Carson,CA, 441 OC ,, TI , Competitive , Design/Build , Doyle , S.P. , CA ,3/18/2013, $844 ,,,,,,,,,,Lost,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-126,Epson Data Mail Room,Tenant Improvement,3840 Kilroy airport Way,Long Beach,CA, 11 LA ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,3/19/2013," $20,040 ",,,,,,,,,,Unknown,50%, $- ,,,,,,,,,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,
13-127,2000 Ave of Stars Outage,Stand by time for building outage,2000 ave of the stars,Los Angeles,CA, 11 LA ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,3/19/2013," $2,380 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-128,Move Cubical Power Time Warner,Move cubical power ,1260 South Dupont,Ontario,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,3/20/2013," $1,300 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Time Warner,CeCe Valles,,,,,,,,,,,,,,,,,,,,,
13-129,Trace underground Belmont Plaze,Trace underground for TKLSC,Ocean Blvd & Bennett Ave,Long Beach,CA, 441 OC ,, Site , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,3/21/2013," $1,995 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,TK1SC,Greg Pursley,TK1SC,Greg Pursley,,,,,,,,,,,,,,,,,,,,,
13-130,California Stem Cell Temp Generator,Temp generator rental and connect,18301 Von Karman #130,Irvine,CA, 441 OC ,, Site , Negotiated , Design/Build , Doyle , S.P. , CA ,3/22/2013," $3,800 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,California Stem Cell,Joe Gutierrez,,,,,,,,,,,,,,,,,,,,,
13-131,Microwave Circuit Tracy Hughes,New microwave and range outlets,30992 Lucia Lane,Laguna Niguel,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,3/22/2013, $965 ,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-132,BBM BTC Demo,Demo,2525 McGaw Avenue,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Frank , P.M. , CA ,3/25/2013," $81,167 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,Cannon,Tim Cannon,Wesley Thomas,Cole,,,,,,,,,,,,,,,,,,,
13-133,Newport gateway FAConduit,Conduit for fire alarm ,19900 McCarther,New Port,CA, 441 OC ,, Fire Alarm , Negotiated , Engineered , Ron , P.M. , CA ,3/25/2013," $11,950 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,Dan,,Dan,,,,,,,,,,,,,,,,,,,,,
13-134,Big Bear Service Upgrade,New Service upgrade,,Big Bear Lake,CA, 441 OC ,, Site , Budget , Design/Build , Doyle , S.P. , CA ,3/28/2013," $81,650 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Siemens,Steve Cacace,,,,,,,,,,,,,,,,,,,,,
13-135,Cerrtios College,Fire Alarm Install,,,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,3/29/2013," $110,824 ",,,,,,,,,,Lost,, $- ,,,,,,,Simplex,,,,,,,,,,,,,,,,,,,,,,,,
13-136,Hoag 1 South Demo,,,,CA, 441 oc ,, Hospital , Budget , Engineered , Bill , P.M. , CA ,4/4/2013,,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-137,18201 Von Karmian 7th & 8th Flr. Restrooms,Tenant Improvement,18201 Von Karman,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Frank , P.M. , CA ,3/29/2013," $14,384 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,CASCO,Jimmy P,,,,,,,,,,,,,,,,,,,,,
13-138,TW Ice machine circuit and tombstone relocate,Relocate tombstone & ice machine circuit,1260 South Dupont,Ontario,CA, 441 OC ,, TI , Competitive , Design/Build , Doyle , S.P. , CA ,3/29/2013," $1,590 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Time Warner,CeCe Vales,Time Warner,CeCe Vales,,,,,,,,,,,,,,,,,,,,,
13-139,TW Parking and Building light repair,Repair shorted circuit and fixtures,1500 Auto Center ,Ontario,CA, 441 OC ,, TI , Competitive , Design/Build , Doyle , S.P. , CA ,3/29/2013," $2,788 ",,,,,,,,,,Not Built,10%, $- ,,,,,,,,,Time Warner,CeCe Vales,,,,,,,,,,,,,,,,,,,,,
13-140,Soccer Field Sports Lighting,Add more lighting to soccer field,3490 Little League Dr,San Bernadino,CA, 441 OC ,, Site , Budget , Design/Build , Doyle , S.P. , CA ,4/2/2013," $240,000 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-141,Sabritec TI,TI buildout,,Costa Mesa,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,4/8/2013," $384,835 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,Hurst and Seibert,Taylor Hurst,,,,,,,,,,,,,,,,,,,,,
13-142,Newport Lido Canopy LED retrofit,Retrofit canopy lights to LED,351 Hospital Road,Newport Beach,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,4/4/2013," $10,000 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Newport Lido,Madonna Molinari,Newport Lido,Madonna Molinari,,,,,,,,,,,,,,,,,,,,,
13-143,Bbraun Cooling Tower #5 Replacement,Replace Cooling Tower #5,2525 McGaw Avenue,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Engineered , Doyle , S.P. , CA ,4/1/2013," $93,697 ",,,,,,,,,,Lost,0%, $- ,,,,,,,Bbraun,Rick McKay,Bbraun,Rick McKay,,,,,,,,,,,,,,,,,,,,,
13-144,EMC2 infrared repairs,Repairs based on IR report,135 Technology Drive,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/4/2013,,,,,,,,,,,Not Built,0%, $- ,,,,,,,,,EMC2,Miguel Pena,,,,,,,,,,,,,,,,,,,,,
13-145,EMC2 Starline buss display repair,Repair to display for Starline Buss,135 Technology Drive,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/4/2013," $1,200 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,EMC2,Miguel Pena,EMC2,Miguel Pena,,,,,,,,,,,,,,,,,,,,,
13-146,EMC2 Four new buss runs,4 new starline buss runs,135 Technology Drive,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/4/2013," $89,552 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,EMC2,Miguel Pena,,,,,,,,,,,,,,,,,,,,,
13-147,EMC2 Ten new 30 amp circuits,10 new 30 amp 208 L6-30IG circuits,135 Technology Drive,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/4/2013," $6,947 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,EMC2,Miguel Pena,,,,,,,,,,,,,,,,,,,,,
13-148,Epson Replace poke through units,Replace 3 poke thru units and connect,3840 Kilroy airport Way,Long Beach,CA, 11 LA ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,4/4/2013," $2,600 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-149,First American HFC125 Discharge,Repairs due to FM200 discharge,9E First American Way,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/4/2013," $10,000 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Core Logic,Bob Wright,Core Logic,Bob Wright,,,,,,,,,,,,,,,,,,,,,
13-150,Bbraun PIC control panel relocation,assist with PIC control panel relocate,2525 McGaw Avenue,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/7/2013," $2,460 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Bbraun,Joe Gutierrez,,,,,,,,,,,,,,,,,,,,,
13-151,Core Logic building IR scan,IR Scan of existing equipment,6E First American Way,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/12/2013," $14,380 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Core Logic,Bob Wright,Core Logic,Bob Wright,,,,,,,,,,,,,,,,,,,,,
13-152,Epson Long Beach replace screen,Disconnect and reconnect screen,3840 Kilroy airport Way,Long Beach,CA, 11 LA ,, TI , Negotiated , Design/ Assist , Doyle , S.P. , CA ,4/11/2013, $740 ,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,
13-153,Tmobile Power Pole install,2 Tmobile stores drop power to new pole,,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/11/2013," $2,400 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-154,HHI Temp Chiller,Add power for temp chiller,16200 Sand Canyon ,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Bill , P.M. , CA ,4/15/2013," $104,749 ",,,,,,,,,,Not Built,20%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-155,"Baxter B5, Materail Lift Project",Clean Room Shut Down Impromements,4501 Colorado Blvd.,Los Angeles,CA, 441 OC ,, Industrial , Negotiated , Design/Build , Frank , Est. , CA ,4/17/2013," $88,924 ",,,,,,,,,,Awarded,100%, $- ,7/5/2013,,,,,,Vertical,John Borden,Vertical,John Borden,,,,,,,,,,,,,,,,,,,,,
13-156,"4100 NPD, Spec Suite 760",Tenant Improvement,4100 Newport Place Drive,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,4/15/2013," $4,520 ",,,,,,,,,,Unknown,50%, $- ,,,,,,,,,CASCO,Jimmy Poucher,,,,,,,,,,,,,,,,,,,,,
13-157,Riverside Community Hospital Pharmacy,OSHPD Tenant Improvement,,Riverside,CA, 440 RS ,, Hospital , Competitive , Engineered , Doyle , S.P. , CA ,5/6/2013," $124,600 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,,Chris DeFazio,,,,,,,,,,,,,,,,,,,,,
13-158,Bbraun Excell Husky #1 Relocation,New power for Moulding relocation,2525 McGaw Avenue,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/21/2013," $17,373 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Bbraun,Joe Garcia,,,,,,,,,,,,,,,,,,,,,
13-159,Kareo,Fire Alarm Conduit only,3353 Michelson,Irvine,CA, 441 OC ,, Fire Alarm , Negotiated , Engineered , Ron , P.M. , CA ,4/23/2013," $16,850 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,Dan,,Dan,,,,,,,,,,,,,,,,,,,,,
13-160,YMCO Corporate Services Expansion,Tenant Improvement,14402 Franklin Avenue,Tustin,CA, 441 OC ,, TI , Competitive , Design/ Assist , Frank , Est. , CA ,5/1/2013," $31,187 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,DBAC,Phin Banning,CASCO,Jimmy Poucher,,,,,,,,,,,,,,,,,,,
13-161,Pacific Life IRS Room,Tenant Improvement,700 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,4/24/2013," $3,346 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Turelk,Geoff D'Sena,,,,,,,,,,,,,,,,,,,,,
13-162,Chapman LED retrofit,Retrofit to LED lighting,1 University Drive,Orange,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,4/26/2013," $15,000 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Chapman,Ed Blatchford,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
13-163,Charlies Locker Lighting Repair,Repair to track lighting,3410 Via Lido,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,4/26/2013, $750 ,,,,,,,,,,Awarded,100%, $- ,,,,,,,Chalies Locker,John,Chalies Locker,John,,,,,,,,,,,,,,,,,,,,,
13-164,Foothill ranch submetering,Conduit and wire for submetering project,,Foothill Ranch,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , S.P. , CA ,4/27/2013," $2,500 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-165,Marriott Hotel Torrance,Fire Alarm retrofit ex hotel,3635 Fashion Way,Torrance,CA, 11 LA ,, Fire Alarm , Competitive , Engineered , Ron , P.M. , CA ,5/30/2013," $525,000 ",,,,,,,,,,Lost,, $- ,,,,,,,CASCO,,CASCO,John Strohecker,,,,,,,,,,,,,,,,,,,,,
13-166,Berkley Point Server Room,Outlets for new server room,Irvine Center Drive,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , S.P. , CA ,5/30/2013, $300 ,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Berkley Point,Kathy Foreman,,,,,,,,,,,,,,,,,,,,,
13-167,Thales temp power connection,Provision for roll up power,58 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/7/2013,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,Thales,Arick Gale,,,,,,,,,,,,,,,,,,,,,
13-168,Thales electric car charger install,Electric car charger install,58 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,6/7/2013," $42,080 ",,,,,,,,,,Not Built,2%, $- ,,,,,,,,,Thales,Arick Gale,,,,,,,,,,,,,,,,,,,,,
13-169,College Hospital Service Replacement,Replace electrical service,301 Victoria,Costa Mesa,CA, 441 OC ,, Hospital , Competitive , Engineered , Doyle , S.P. , CA ,5/7/2013," $118,970 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,DEB,Matt Stewart,,,,,,,,,,,,,,,,,,,,,
13-170,Baxter Frac Buffer Outlets,Tenant Improvement,4501 Colorado Blvd.,Los Angeles,CA, 11 LA ,, Comercial , Negotiated , Design/Build , Frank , Est. , CA ,5/3/2013," $42,968 ",,,,,,,,,,Unknown,50%, $- ,,,,,,,,,Cannon,Tom Shebel,Vertical,Dan Flores,,,,,,,,,,,,,,,,,,,
13-171,Derian Service Upgrade,Tenant Improvement,17353 Derian ,Irvine,CA, 441 OC ,, Comercial , Budget , Design/Build , Frank , Est. , CA ,5/6/2013," $79,104 ",,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
