Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid , Cost SF ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
18-084,Bbraun Excell 10 overwrap - CBM,Excel 10 Machine 10 Filling/ Overwrap,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Budget , Design/Build , Brian , S.P. , CA ,11/15/2017," $68,900 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-085,Anaheim Corp park stairwell lights,Retrofit stairwell lighting,1400 & 1500 S. Douglas,Anaheim,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/15/2017," $24,560 ",,,,,,,,,,,Pending,10%," $2,456 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-086,Blizzard B5 Renovation,Tenant Improvement,16421 Laguna Canyon Rd,Irvine,CA, 441 OC , - , TI , Select Bid List , Engineered , Frank , Est. , CA ,11/15/2017," $489,936 ",,,,,,,,,,,Lost,50%, $- ,,,,,,,,,HBC,T. Listerud,,,,,,,,,,,,,,,,,,,,,
18-087,B-Braun LED Fixtures at Mixing Complex,Lighting Upgrade,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,, $- ,,,,,,,,,,,Not Bid,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-088,B-Braun Big Ass Fan @ Sterilization/Receiving,Big Ass Fans,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,, $- ,,,,,,,,,,,Not Bid,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-089,AAA Costa Mesa UPS panel and outlets,New Panels and outlets for UPS power,3333 Fairview ,Costa Mesa,CA, 441 OC , - , TI , Select Bid List , Engineered , Brian , S.P. , CA ,11/12/2017," $87,717 ",,,,,,,,,,,Unknown,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-090,Repairs in suite based on inspection report,Misc. electrical repairs,620B Diamond Bar Blvd,Diamond Bar,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/17/2017," $4,985 ",,,,,,,,,,,Pending,10%, $499 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-091,B-Braun Excel Line 10 - Dennis Phu,Excel Line 10 - B-Braun,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Negotiated , Engineered , Brian , S.P. , CA ,11/20/2017," $24,000 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-092,B-Braun Prewire 480v + 240v panel for shut down ,Floor work machines,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Negotiated , Design/Build , Brian , S.P. , CA ,11/20/2017," $25,078 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-093,B-Braun Blowmolder and Filler,Hugo,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Negotiated , Design/Build , Brian , S.P. , CA ,11/21/2017," $16,500 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-094,Epson Long Beach Data room work stations,Add 30 workstations to data center,3840 Kilroy Airport Way,Long Beach,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/22/2017," $27,800 ",,,,,,,,,,,Pending,10%," $2,780 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-095,Bbraun (For CBM),Install Cabinet & Conduit in Mixing,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Negotiated , Design/Build , Brian , S.P. , CA ,11/27/2017," $6,560 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-096,Edwards Life Sciences,Façade Renovation,1435 McGaw Ave,Irvine,CA, 441 OC , - , Comercial , Select Bid List , Engineered , Brian , S.P. , CA ,11/30/2017," $22,656 ",,,,,,,,,,,Lost,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-097,B-Braun Duplex Facility,Softwater Flow Meters,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,11/29/2017," $14,815 ",,,,,,,,,,,Pending,10%," $1,482 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-098,B-Braun Duplex Facility,Hook up TOC meters,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Negotiated , Engineered , Brian , S.P. , CA ,11/29/2017," $18,785 ",,,,,,,,,,,Pending,10%," $1,879 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-099,B-Braun Main Plant,Assistance with Fire Alarm,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Negotiated , Design/Build , Brian , S.P. , CA ,11/29/2017," $13,005 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-100,B-Braun E-3,Printer Control Cabinet,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Negotiated , Design/Build , Brian , S.P. , CA ,11/30/2017," $4,890 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-101,B-Braun E-3,Xfmr for Printer Control Cabinet,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Negotiated , Design/Build , Brian , S.P. , CA ,11/30/2017," $3,100 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-102,Blizzard WOW 3rd floor transformer replacement,Replace 75 KVA transformer,1 Blizzard Way,Irvine,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/30/2017," $5,988 ",, $540 ,,,,,,,,,Pending,25%," $1,497 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-103,Hoag Foundation T.I.,Tenant Improvement,16105 Sand Canyon Ave,Irvine,CA, 441 OC ," 1,590 ", TI , Competitive , Engineered , Frank , Est. , CA ,12/7/2017," $47,223 ", $29.70 ,,,,,,,,,,Unknown,10%, $- ,,,,,,,,,HBC,,PDC,,,,,,,,,,,,,,,,,,,,
18-104,Blizzard B11 Classic Games Ph 1,Tenant Improvement,16261 Laguna Canyon Rd.,Irvine,CA, 441 OC , - , TI , Select Bid List , Engineered , Steve  , Est. , CA ,12/5/2017," $34,876 ",," $4,495 ",,,,,,,,,Not Built,50%, $- ,,,,,,,,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
18-105,B-Braun - Main Plant PIC,Connect Controller to Nema 4X Box,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,12/1/2017," $13,040 ",,,,,,,,,,,Lost,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-106,B-Braun - Duplex Bldg,Demo Disconnect Old Fill Line #1,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,12/1/2017," $36,100 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-107,B-Braun - CBM Vacuum Pump,Wire Vacuum pump ,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,12/4/2017," $8,960 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-108,Edwards Life Science,Add Smoke Detectors in Cleanroom,1435 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Design/ Assist , Brian , S.P. , CA ,12/5/2017," $10,160 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-109,"B-Braun 2801 McGaw Ave, Suite 100",Walk Existing space,2801 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,12/7/2017, $810 ,,,,,,,,,,,Pending,10%, $81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-110,Porsche Carson 208 volt 30 amp espresso circuit,New espresso circuit/outlet,19800 S. Main,Carson,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/7/2017," $2,377 ",,,,,,,,,,,Pending,10%, $238 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-111,B-Braun - Main Plant Duplex,Flowmeter,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,12/8/2017," $8,980 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-112,DCMA Security Conduit install,install 300' security conduit,18901 S. Wilmington Ave.,Carson,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/8/2017," $3,200 ",,,,,,,,,,,Pending,10%," $180,755 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-113,Newport Lido new outlet 351 suite 218,New circuit and quad outlet,351 Hospital Rd Suite 218,Newport Beach,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/8/2017," $2,792 ",,,,,,,,,,,Pending,10%, $279 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-114,Isuzu circuit to car charger,New car charger circuit,1600 S. Claudina Way,Anaheim,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/8/2017," $8,678 ",,,,,,,,,,,Pending,10%, $868 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-115,Weiland siding new service and feeders,New service and feeders,2601 Industry St.,Oceanside,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/13/2017," $155,000 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-116,College Hospital Parking lot lights and roof panels,Replace roof panels and parking lights,275 Victoria,Costa Mesa,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/20/2018," $48,878 ",,,,,,,,,,,Pending,10%," $4,888 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-117,EY LAO ," TI - Floors 3, 5, 6, 7, 8 & 15",735 Figeroa Street,Los Angeles,CA, 11 LA ," 104,152 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,12/22/2017," $3,439,385 ",,,,,,,,,,,Lost,1%, $- ,,,,,,,,,HBC,David Hardt,,,,,,,,,Obryant,,Sasco,,,,,,,,,,"Obryant low,  Sasco high."
18-118,FVRH repair main breaker,Repair main breaker,Euclid Ave.,Fountain Valley,CA, 441 OC , - , Hospital , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/1/2017," $17,010 ",,,,,,,,,,,Pending,10%," $1,701 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-119,Blizzard B24- demo,Office Space Demo,1 Jenner,Irvine,CA, 441 OC , - , TI , Select Bid List , Engineered , Jeff S , P.M. , CA ,12/202/17," $10,978 ",,,,,,,,,,,Lost,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-120,Blizzard B11 Classic Games Ph 2,Office Tenant Improvement,16261 Laguna Canyon Rd.,Irvine,CA, 441 OC ," 1,662 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,12/20/2017," $97,843 ", $58.87 ,,,,,,,,,,Not Built,10%, $- ,,,,,,,,,HBC,Jen Turner,,,,,,,,,,,,,,,,,,,,,
18-121,AAA 4th floor Bld A computer room power,Feeder to 4th floor Bld A,3333 Fairview ,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , S.P. , CA ,12/20/2017," $57,702 ",,,,,,,,,,,Pending,10%," $5,770 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-122,B-Braun - Main Plant,3rd Floor Mixing Lens/Lamp/Ballast,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Negotiated , Design/Build , Brian , S.P. , CA ,12/15/2017," $40,735 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-123,Caremore Vitural Call Center,Tenant Improvement,12900 Park Plaza Dr.,Cerritos,CA, 11 LA ," 3,700 ", TI , Competitive , Engineered , Frank , Est. , CA ,12/22/2017," $142,145 ", $38.42 ,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,AJ Padelford & Sons,,Crew Builders,E Van Hoogenstyn,,,,,,,,,,,,,,,,,,,
18-124,351 Lido Suite 514--two new circuits,Two new circuits,351 Hospital Rd Suite 514,Newport Beach,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/21/2017," $2,823 ",,,,,,,,,,,Awarded,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-125,361 Lido 9 LED retrofit high lobby fixtures,"Retrofit (9) 7"" high ceiling cans",361 Hospital Rd   ,Newport Beach,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/21/2017," $4,997 ",,,,,,,,,,,Pending,10%, $500 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-126,HHNB Breast Center Tomo Upgrade,Upgrade of Tomo room,one Hoag Drive,Newport Beach,CA, 441 OC , - , Hospital , Select Bid List , Engineered , Bill  , P.M. , CA ,1/2/2018," $6,762 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-127,Westside New building office TI,Office Tenant Improvement,1111 E. Howell,Anaheim,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/30/2017," $49,490 ",,,,,,,,,,,Pending,10%," $4,949 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-128,Edwards Life Science,Hazmat Storage Container,Daimler,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,1/3/2018," $14,711 ",,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-129,B|Braun 1200 Valencia,Survey,1200 Valencia,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,1/12/2018," $3,815 ",,,,,,,,,,,Lost,10%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-130,CTA Norco Parking Lot pole lighting,Rep[lace parking pole,Mountain Ave,Norco,CA, 441 OC , - , Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/4/2018," $19,810 ",,,,,,,,,,,Pending,10%," $1,981 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-131,Blizzard B5 Incubation Demo & TI,Office Tenant Improvement,,Irvine,CA, 441 OC ," 41,040 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,1/8/2018," $1,092,535 ", $26.62 ,,,,,,,,,,Lost,5%, $- ,,,,,,,,,HBC,T. Listerud,,,,,,,,,Accord,,,,,,,,,,,,
18-132,AAA Bld D load study for 7 days,7 day load study,3333 Fairview ,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/10/2018," $1,100 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-133,B-Braun ,Pedestrian Lighting,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,1/9/2018," $4,527 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-134,Alorica,Office Tenant Improvement,18575 Jamborree Road,Irvine,CA, 441 OC ," 55,883 ", TI , Budget , Engineered , Frank , Est. , CA ,1/10/2018," $2,163,331 ", $38.71 ,,,,,,,,,,Unknown,, $- ,,,,,,,,,HBC,Pete Cali,,,,,,,,,,,,,,,,,,,,,
18-135,B|Braun Vessel 9-10,Re-feed Vessel 9-10,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,1/12/2018," $20,734 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,HBC,Pete Cali,,,,,,,,,,,,,,,,,,,,,
18-136,Add two restrooms,Add 2 restrooms design build,1135-1147 Imperial Hwy.,Placentia,CA, 441 OC ,, TI , Competitive , Design/Build , Doyle , S.P. , CA ,1/15/2018," $9,988 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-137,Charter replace (9) exit sign,Replace 9 exit signs,6695 Green Valley Circle,Culver city,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/16/2018," $2,430 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-138,Blizzard B1 Restrooms,Office Tenant Improvement,One Blizzard Way,Irvine,CA, 441 OC ," 1,590 ", TI , Select Bid List , Engineered , Frank , Est. , CA ,1/26/2018," $49,921 ", $31.40 ,,,,,,,15.00%,5.00%,,Awarded,100%, $- ,,,,,,,HBC,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
18-139,B|Braun Excel  10,Excel10 Hepa Filter power,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Brian , S.P. , CA ,1/17/2018," $3,946 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-140,Ladera Sport office oultet,1 new office outlet,10 Terrace,Ladera Ranch,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/15/2018, $400 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-141,Lido compressor circuit and disconnect,New compressor circuit,351 Hospital Rd Basement,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/15/2018," $1,598 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-142,B|Braun Lab,Conceal Conduits,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Brian , S.P. , CA ,1/18/2018," $2,965 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-143,Epson Carson Showroom,Office Tenant Improvement,1650 Glen Curtiss Street,Carson,CA, 11 LA ," 4,000 ", TI , Budget , Design/Build , Frank , Est. , CA ,1/18/2018," $67,187 ", $16.80 ,,,,,,,,,,Unknown,10%, $- ,,,,,,,,,HBC,J. Scarpinato,,,,,,,,,,,,,,,,,,,,,
18-144,"MCSS, R3, Vacant Suite",Office Tenant Improvement,Unknown,,CA, 441 OC ," 4,000 ", TI , Budget , Design/Build , Frank , Est. , CA ,1/19/*18," $40,903 ", $10.23 ,,,,,,,15.00%,5.00%,,Lost,10%, $- ,,,,,,,,,HBC,Adriana U,,,,,,,,,,,,,,,,,,,,,
18-145,Operating Engineers replace 2 panels,replace 2 600 amp panels,"2190 Pellissier Pl, ",City of Industry,CA, 441 OC , - , Comercial , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/5/2018," $12,300 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-146,B-Braun Titan,Titan Conveyor Support Feeder,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Engineered , Brian , S.P. , CA ,1/19/2018," $15,261 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-147,B|Braun Boilder #1,Demo and Removal,2525 McGaw Ave,Irvine,CA, 441 OC , - , Industrial , Select Bid List , Engineered , Brian , S.P. , CA ,1/29/2018," $22,235 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-148,AAA La Quinta troubleshoot voltage issue,Troubleshoot power problem,46050 Washington St.,La Quinta,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/23/2018," $4,920 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-149,Rockwell replace 2 and add 2 car chargers,Replace 2 and add 2 car chargers,1733 Alton Pkwy,Irvine,CA, 441 OC , - , Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/23/2018," $18,640 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-150,AAA Hawthorne Generator interconnect feeder,Generator interconnect feeder,23001 Hawthorne Blvd,Torrance,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-151,OCC power for Framecad machine,400 volt power to Framecad machine,3333 Fairview ,Costa Mesa,CA, 441 OC , - , Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/25/2018," $23,862 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-152,Blizzard B2 Audit,Office Electrical Audit,5 Blizzard way,irvine,CA, 441 OC , - , TI , Select Bid List , Design/ Assist , Jeff S , P.M. , CA ,1/25/2018," $10,752 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-153,Blizzard B21 Audit,Office Electrical Audit,8 pastuer,Irvine,CA, 441 OC , - , TI , Select Bid List , Design/ Assist , Jeff S , P.M. , CA ,1/25/2018," $8,818 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-154,"B|Braun Medical, Ontario ",Added power/Lighting/Heaters,1151 S. Mildred Ste. B,Ontario,CA, 441 OC , - , TI , Select Bid List , Design/Build , Brian , S.P. , CA ,1/31/2018," $27,161 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-155,Netflix CUE,Office Tenant Improvement,1457 N. Van Ness,Los Angeles,CA, 11 LA , - , TI , Select Bid List , Engineered , Jeff P. , Est. , CA ,1/30/2018," $4,760,164 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,HBC,T. Listerud,,,,,,,,,,,,,,,,,,,,,
18-156,Thales 80KW Powerware unit install,install CF UPS unit,58 Discovery,Irvine,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,2/1/2018," $68,890 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-157,Bob Briggs Fire job,Budget for Fire job repair,23261 Del Lago Drive,Laguna Hills,CA, 441 OC , - , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/28/2018," $13,650 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-158,Blizzard B2 F1 Team 5,Office Tenant Improvement,5 Blizzard way,Irvine,CA, 441 OC ," 19,426 ", TI , Budget , Design/Build , Frank , Est. , CA ,1/28/2018," $475,649 ", $24.49 ," $34,733 ",,,,,,,,,Not Built,50%, $- ,,,,,,,,,HBC,T. Listerud,,,,,,,,,,,,,,,,,,,,,
18-159,AAA Harbor branch add outlets,Add 2 outlets for TV ,3350 Harbor Blvd,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/28/2018, $990 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-160,Propel Media,Office Tenant Improvement,18565 Jamboree Rd. Ste. 200,Irvine,CA, 441 OC ," 10,420 ", TI , Budget , Engineered , Frank , Est. , CA ,2/2/2018," $509,316 ", $48.88 ," $(52,550)"," $4,010 ",,,,,15.00%,5.00%,,Unknown,10%, $- ,,,,,,,,,Turelk,Jeff Turi,,,,,,,,,,,,,,,,,,,,,
18-161,McKesson Triple A & A Frame Project,Industrial Tenant Improvement,9501 S. Norwalk Blvd,Santa Fe Springs,CA, 11 LA ,, Industrial , Negotiated , Engineered , Frank , Est. , CA ,1/30/2018, $- ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-162,AAA LA core and stub from 2nd to 1st floor,Core and conduit between floors,2601 S Figueroa St,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/30/2018," $5,450 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-163,Costa Mesa Service power transformers,convert voltage from 240 to 208/120,1609 Pomona,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/30/2018," $23,600 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-164,HHI Womanology Licensing,MOB Tenant Improvement,"16305 Sand Canyon, #200",Irvine,CA, 441 OC ," 2,660 ", TI , Select Bid List , Engineered , Jeff P. , Est. , CA ,2/8/2018," $13,843 ", $5.20 ,,,,,,,,,,Lost,50%, $- ,,,,,,,,,HBC,G. West,,,,,,,,,,,,,,,,,,,,,
18-165,"B|Braun Medical, Irvine",Catwalk Exit Sign Upgrade,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,2/1/2018," $14,334 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-166,Space X,Building HT-21 Lox Vent,3901 Jack Northrup Ave,Hawthorne,CA, 441 OC ,, Industrial , Select Bid List , Engineered , Brian , S.P. , ca ,2/9/2018," $89,731 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-167,Canyon Springs MOB,Two Story MOB Building,Canyon Springs Med Cntr,Riverside,CA, 440 RS ," 39,000 ", Comercial , Budget , Engineered , Frank , S.P. , CA ,2/15/2018," $672,570 ", $17.25 ,,,,,,,,,,Lost,, $- ,,,,,,,,,McCarthy,,,,,,,,,,,,,,,,,,,,,,
18-168,Blizzard B6 Restack SF & D,Office Tenant Improvement,16245 Laguna Canyon Road,Irvine,CA, 441 OC ," 19,215 ", TI , Budget , Design/ Assist , Frank , S.P. , CA ,2/12/2018," $547,757 "," $233,436 "," $48,300 "," $48,300 "," $108,460 "," $31,173 ",,,15.00%,5.00%,,Unknown,50%, $- ,,,,,,,,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
