Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
12-085,Providence LCM San Pedro Seismic Monitoring,Install Seismic monitors,,San Pedro,CA, 11 LA ,, Hospital , Select Bid List , Engineered , Frank , Est. , CA ,3/1/2012," $257,528 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,HB&A,,,,,,,,,,,,,,,,,,,,,,
12-086,Baxter Cameras Shut Down 2012,Install Security Cameras,4501 Colorado Bvld.,Los Angeles,CA, 11 LA ,, Specialty , Negotiated , Design/Build , Frank , Est. , CA ,1/27/2012," $18,086 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Vertical,John Borden,,,,,,,,,,,,,,,,,,,,,
12-087,Remove & Relocate equipment in Nano Fill ,Demo outlets and RR equipment,4501 Colorado Bvld.,Los Angeles,CA, 11 LA ,, Specialty , Negotiated , Design/Build , Frank , Est. , CA ,1/27/2012," $6,757 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-088,Bio Rad 9 Holland,Tenant Improvement,9 Holland Street,Irvine,CA, 441 OC ," 94,500 ", TI , Budget , Design/Build , Frank , Est. , CA ,1/27/2012," $1,954,566 ",,,,,,,,,,Unknown,25%, $- ,,,,,,,,,HBC,Scarpinato,,,,,,,,,,,,,,,,,,,,,
12-089,Black & Rose Suite 300,Tenant Improvement,18301 Von Karman,Irvine,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,2/6/2012," $18,637 ",,,,,,,,,,Lost,1%, $- ,,,,,,,,,Turelk,,,,,,,,,,,,,,,,,,,,,,
12-090,Kaiser Corona AH Replacement,Tenant Improvement,,Corona,CA, 440 RS ,, TI , Competitive , Engineered , Frank , Est. , CA ,3/1/2012," $56,769 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-091,Hoag Chemical Dependence Med Gas ,,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Bill , P.M. , CA ,2/2/2012," $21,930 ",,,,,,,,,,Not Built,10%, $- ,,,,,,,,,Hoag,Andrea W,,,,,,,,,,,,,,,,,,,,,
12-092,High Desert Government Center PSOC,911 Call Center,,Hisperia,CA, 440 RS ,, Comercial , Public Works , Engineered , Jeff P. , Est. , CA ,2/23/2012," $3,998,000 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,McCarthy,,,,,,,,,,,,,,,,,,,,,,
12-093,County of LA Radio Tower Grounding Survey,,,Los Angeles,CA, 11 LA ,, Specialty , Negotiated , Engineered , Jeff P. , Est. , CA ,2/8/2012," $28,850 ",,,,,,,,,,Unknown,2%, $- ,,,,,,,HBC,,RE Wall,,,,,,,,,,,,,,,,,,,,,,
12-094,Chrystal Cathedral Visitor Center 3rd Floor,,,Orange,CA, 11 LA ,, TI , Negotiated , Engineered , Jeff P. , Est. , CA ,2/9/2012," $36,860 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,HBC,Jim Scapinato,,,,,,,,,,,,,,,,,,,,,
12-095,"Quest Diagnostic, San Clemente",Tenant Improvement,1311 Calle Batido,San Clement,CA, 441 OC ," 20,000 ", TI , Budget , Design/ Assist , Frank , Est. , CA ,2/7/2012," $128,137 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,HBC,Jim Scapinato,,,,,,,,,,,,,,,,,,,,,,,
12-096,Hoag South Entry TI,,,Newport Beach,CA, 441 OC ,, Hospital , Competitive , Engineered , Jeff P. , Est. , CA ,2/24/2012," $373,900 ",,,,,,,,,,Lost,10%, $- ,,,,,,,,,CW Driver,,DEB,,Miles & Kelly,,Questar,,BSD,,,,,,,,,,,,,,
12-097,UCI Hospital Security,,,Orange,CA, 441 OC ,, Hospital , Negotiated , Design/ Assist , Jeff P. , Est. , CA ,2/16/2012," $22,750 ",,,,,,,,,,Awarded,5%, $- ,,,,,,,,,DEB,,,,,,,,,,,,,,,,,,,,,,
12-098,Prolacta Bioscience,Bio Pharma Relocation,757 Baldwin Park Blvd.,City of Industry,CA, 11 LA ,, TI , Budget , Design/Build , Frank , Est. , CA ,3/1/2012," $719,557 ",,,,,,,,,,Unknown,1%, $- ,,,,,,,,,Vertical,Eric Van Vliet,,,,,,,,,,,,,,,,,,,,,
12-099,Baxter APD CWFI Upgrades,Warning Light System,4501 Colorado Bvld.,Los Angeles,CA, 11 LA ,, Industrial , Negotiated , Design/Build , Frank , Est. , CA ,2/29/2012," $2,489 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Cannon,,Cannon,Tom Shebel,,,,,,,,,,,,,,,,,,,,,
12-100,Hoag Cancer Center FA,Replace Fire Alam Conduit ,,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Jeff P. , Est. , CA ,3/6/2012," $250,900 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,Questar,Kirk,,,,,,,,,,,,,,,,,,,,,
12-101,"South West Gas, Big Bear",New Construction Ground Up,,Big Bear Lake,CA, 441 OC ,, Comercial , Select Bid List , Engineered , Frank , Est. , CA ,3/13/2012," $501,106 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Shankle Construction,Nick McGough,,,,,,,,,,,,,,,,,,,,,
12-102,Hoag 10 West Sub ICU Hemodialysis,Tenant Improvement,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Competitive , Engineered , Jeff P. , Est. , CA ,3/15/2012," $83,250 ",,,,,,,,,,Awarded,90%, $- ,,,,,,,,,HB&A,Ryan Barry,,,,,,,,,,,,,,,,,,,,,
12-103,Hoag CPOE,,,Newport Beach,CA, 441 OC ,, Hospital , Negotiated , Design/Build , Jeff P. , Est. , CA ,5/23/2012," $50,000 ",,,,,,,,,,Awarded,90%, $- ,,,,," $99,350 ",,,,HB&A,Ryan Barry,,,,,,,,,,,,,,,,,,,,,
12-104,Hoag Cath Lab Auto Doors,,,Newport Beach,CA, 441 OC ,, Hospital , Negotiated , Design/Build , Jeff P. , Est. , CA ,3/13/2012," $57,320 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,Jacobs,Larry Sandoval,,,,,,,,,,,,,,,,,,,,,
12-105,Downtown Disney Bulding G,,,Anaheim,CA, 441 OC ,, TI , Select Bid List , Engineered , Daniel , Est. , CA ,3/12/2012," $105,520 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,ENCON,,,,,,,,,,,,,,,,,,,,,,
12-106,Verizon Coral Tree,Tenant Improvement,12959 Coral Tree Place,Los Angeles,CA, 11 LA ," 29,216 ", TI , Budget , Design/ Assist , Frank , Est. , CA ,3/15/2013,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,GKK,John Perez,,,,,,,,,,,,,,,,,,,,,
12-107,CSMC-AHSP-Satelite Serile Processing,OSPHD Tenant Improvement,,Los Angeles,CA, 11 LA ,, Hospital , Competitive , Engineered , Frank , Est. , CA ,4/16/2012," $142,030 ",,,,,,,,,,Awarded,20%, $- ,,,,," $187,787 ",,CW Driver,Lee Watkins,CW Driver,,,,,,,,,,,,,,,,,,,,,,
12-108,"UC Irvine Medical Center Building 63, 2nd Floor TI",Tenant Improvement,200 S Manchester Blvd,Orange,CA, 441 OC ,, Comercial , Competitive , Engineered , Jody , Est. , CA ,3/27/2012," $218,443 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,DEB,,,,,,,,,,,,,,,,,,,,,,
12-109,"Lenny Ley, Inc. T.I.",Tenant Improvement,"1101 Dove Street, Ste. 245",Newport Beach,CA, 441 OC ,, TI , Competitive , Design/Build , Frank , Est. , CA ,3/26/2012," $7,703 ",,,,,,,,,,Unknown,1%, $- ,,,,,,,,,KBI Construction,,,,,,,,,,,,,,,,,,,,,,
12-110,Baxter Open Office,Tenant Improvement,4501 Colorado Bvld.,Los Angeles,CA, 11 LA , 304 , TI , Negotiated , Design/Build , Frank , Est. , CA ,3/23/2012," $11,786 ",,,,,,,,,,Unknown,10%, $- ,,,,,,,,,Cannon,Tom Shebel,,,,,,,,,,,,,,,,,,,,,
12-111,Redlands Community Hospital Elec. Util. Relocation,,,Redlands,CA, 477 SB ,, Hospital , Competitive , Engineered , Jeff P. , Est. , CA ,4/12/2012," $1,162,400 ",,,,,,,,,,Lost,20%, $- ,,,,,,,,,Swinerton,Louis,Questar,Ed,,,,,,,,,,,,,,,,,,,
12-112,Hoag North Tower FA Device Replacement,Fire Alarm Replacement,,Newport Beach,CA, 441 OC ,, Hospital , Negotiated , Engineered , Jeff P. , Est. , CA ,5/14/2012," $263,730 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Whiting Turner,,,,,,,,,,,,,,,,,,,,,,,,
12-113,Hoag Sonic Irrigation,,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Budget , Engineered , Bill , P.M. , CA ,4/4/2012," $6,573 ",,,,,,,,,,Awarded,10%, $- ,,,,,,,Zone,,Hoag,Daniel Dempster,,,,,,,,,,,,,,,,,,,,,
12-114,Hoag Irvine Elevator Modernization Fire Alarm,OSPHD Tenant Improvement,16200 Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Competitive , Engineered , Bill , P.M. , CA ,4/6/2012," $8,114 ",,,,,,,,,,Awarded,10%, $- ,,,,,,,,,Nelson-Okerlund,,,,,,,,,,,,,,,,,,,,,,
12-115,Internation Rubber Products Inc. Relocation,Equipment Relocation,1035 Calle Amanecer,San Clemente,CA, 441 OC ,, TI , Negotiated , Design/Build , Jody , Est. , CA ,5/3/2012," $16,492 ",,,,,,,,,,Unknown,2%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-116,Pacific Life Copy Center/Dirty Room Remodel,Tenant Improvement,700 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Competitive , Design/Build , Jody , Est. , CA ,4/11/2012," $41,212 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Turelk,,Turelk,Earl Lund,,,,,,,,,,,,,,,,,,,,,
12-117,Edwards Lifesciences,,,,CA, 11 LA ,, TI , Competitive , Engineered , Jody , Est. , CA ,4/10/2012,,,,,,,,,,,Not Bid,5%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-118,Mater Dei HS Aquatic Building,New Construction Ground Up,1202 W. Edingger Avenue,Santa Ana,CA, 441 OC ," 3,615 ", Comercial , Competitive , Engineered , Jody , Est. , CA ,4/26/2012," $71,925 ",,,,,,,,,,Lost,2%, $- ,,,,,,,,,Cannon,Tim Cannon,Snyder Langston,Tim Bell,Slater Builders,,HBI,,,,,,,,,,,,,,,,
12-119,Nursing Tower Infrastructure Upgrades,Relocate 3rd Floor Electrical Room,,Newport Beach,CA, 441 OC ,, Hospital , Budget , Engineered , Jeff P. , Est. , CA ,5/2/2012," $1,155,000 ",,,,,,,,,,Not Built,1%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-120,B-Braun Substation A Replacement,New Substation and Feeders,2525 Mcgaw,Irvine,CA, 441 OC ,, Comercial , Competitive , Design/Build , Daniel , Est. , CA ,5/18/2012," $133,084 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,B|Braun,,,,,,,,,,,,,,,,,,,,,,
12-121,Hoag West Tower Outlet Additions in Corridors ,Otlets in West Tower Corridor,,Newport Beach,CA, 441 OC ,, Hospital , Negotiated , Design/Build , Jeff P. , Est. , CA ,5/1/2012," $29,630 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Hoag,Greg Zoll,,,,,,,,,,,,,,,,,,,,,
12-122,UCI School of Business Building Unit 2,New Construction Ground Up,,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,4/19/2012," $2,423,660 ",,,,,,,,,,Lost,1%,,,,,,,,,,Swinerton,Greg Hurlock,,,,,,,,,,,,,,,,,,,,,
12-123,18301 VK Spec Suite 250,Tenant Improvement,18301 Von Karman,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,4/23/2012," $11,639 ",,,,,,,,,,Unknown,2%, $- ,,,,,,,,,Turelk,Craig Powell,,,,,,,,,,,,,,,,,,,,,
12-124,Beach Body Edit Bays ,Tenant Improvement,,Santa Monica,CA, 11 LA ,, TI , Competitive , Design/Build , Frank , Est. , CA ,4/23/2012," $77,405 ",,,,,,,,,,Unknown,1%, $- ,,,,,,,,,Turelk,Christian Capper,,,,,,,,,,,,,,,,,,,,,
12-125,Grossmont CEP,,,La Mesa,CA, 441 OC ,, Hospital , Public Works , Engineered , Frank , Est. , CA ,4/25/2012, $- ,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,McCarthy,,,,,,,,,,,,,,,,,,,,,,
12-126,MSC Industries,Wharehouse TI,,Fontana,CA, 441 OC ,, Comercial , Negotiated , Design/Build , Jeff P. , Est. , CA ,5/4/2012," $245,360 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,
12-127,The Academy Charter School,Site Work and Gound Up School,,Santa Ana,CA, 441 OC ,, Comercial , Competitive , Engineered , Jeff P. , Est. , CA ,5/4/2012, $- ,,,,,,,,,,Not Bid,2%, $- ,,,,,,,Snyder Langston,Jason Rich,,,,,,,,,,,,,,,,,,,,,,,
12-128,"Union Bank Plaza, Ste. 710",Tenant Improvement,445 S. Figueroa,Los Angeles,CA, 11 LA ,, TI , Budget , Design/Build , Frank , Est. , CA ,5/3/2012," $3,779 ",,,,,,,,,,Unknown,1%, $- ,,,,,,,DEB,Christine,,,,,,,,,,,,,,,,,,,,,,,
12-129,Kaiser Diamond Bar MOB,Tenant Improvement,1336 Bridgegate Drive,Diamond Bar,CA, 11 LA ,, Comercial , Competitive , Engineered , Daniel , Est. , CA ,5/18/2012," $93,900 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,DPR,,,,,,,,,,,,,,,,,,,,,,
12-130,CHOC NICU Renovation,TI of Existing Fourth Floor of Hospital,1100 W. Stewart Drive,Orange,CA, 441 OC ," 12,500 ", Hospital , Competitive , Engineered , Jody , Est. , CA ,5/29/2012," $559,867 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,Miles & Kelly,,PDC,,,,,,,,,,,,,,,,,,,,
12-131,18301 VK Spec Suite 310,Tenant Improvement,18301 Von Karman,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Frank , Est. , CA ,5/8/2012," $7,274 ",,,,,,,,,,Unknown,2%, $- ,,,,,,,,,Turelk,Craig Powell,,,,,,,,,,,,,,,,,,,,,
12-132,Hoag Heath Center Parking Structure,New Construction Ground Up,Beach Blvd,Huntington Bch,CA, 441 OC ," 190,263 ", Parking Structure , Competitive , Engineered , Frank , Est. , CA ,5/21/2012," $448,000 ",,,,,,,,,,Lost,5%, $- ,,,,,,,McCarthy,,Swinerton,Denis Hern.,McCarthy,,,,,,,,DTS," $360,000 ",,,,,,,Briggs, 15-20% above low 2 ,Apallo, Just above Briggs ,
12-133,Baxter Building 6,New Construction Ground Up,4501 Colorado Bvld.,Los Angeles,CA, 11 LA ,, Comercial , Competitive , Engineered , Frank , Est. , CA ,5/17/2012," $2,244,800 ",,,,,,,,,,Lost,5%, $- ,,,,,,,DPR,,DPR,Mike Dugger,,,,,,,,,,,,,,,,,,,,,
12-134,Hoag Vehicle Charging Stations,5 New Vehicle charging stations,,Newport Beach,CA, 441 OC ,, Comercial , Negotiated , Design/Build , Jeff P. , Est. , CA ,5/14/2012, $- ,,,,,,,,,,Not Built,0%, $- ,,,,,,,,,Hoag,Cary Brooks,,,,,,,,,,,,,,,,,,,,,
12-135,Union Bank Citadel,Tenant Improvement,,Commerce,CA, 11 LA ,, TI , Competitive , Engineered , Frank , Est. , CA ,5/22/2012, $- ,,,,,,,,,,Not Bid,2%, $- ,,,,,,,,,Turelk,Jeff Turi,,,,,,,,,,,,,,,,,,,,,
12-136,Hoag Irvine OR's,OSHPD Tenant Improvement,,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Jeff P. , Est. , CA ,6/19/2012," $97,469 ",,,,,,,,,,Awarded,5%, $- ,,,,," $91,869 ",,Questar,Jesse,Questar,Jesse,Miles & Kelly,,,,,,,,,,,,,,,,,,,,
12-137,Pimco TI,Tenant Improvement,,Newport Beach,CA, 441 OC ,, TI , Budget , Engineered , Frank , Est. , CA ,5/25/2012," $10,189,583 ",,,,,,,,,,Not Built,15%, $- ,,,,,,,,,HBC,Don Fraser,Swinerton,Luis,Inner Space,Keith Taylor,,,,,,,,,,,,,,,,,
12-138,Baxter  Maintenance Office Budget,Tenant Improvement,4501 Colorado Bvld.,Los Angeles,CA, 11 LA ,, TI , Budget , Design/Build , Frank , Est. , CA ,5/21/2012," $5,226 ",,,,,,,,,,Unknown,1%, $- ,,,,,,,,,Cannon,Tom Shebel,,,,,,,,,,,,,,,,,,,,,
12-139,Hoag 10W Floors 4-8 FA Upgrade,Tenant Improvement,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Daniel , Est. , CA ,6/1/2012," $27,720 ",,,,,,,,,,Awarded,50%, $- ,,,,,,,,,Hoag,Andrea,,,,,,,,,,,,,,,,,,,,,
12-140,Hoag Irvine Emergency Generator Fuel Tank Replacement,,,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Daniel , Est. , CA ,6/4/2012," $22,722 ",,,,,,,,,,Lost,10%, $- ,,,,,,,,,Nelson + Okerlund,Bruce,,,,,,,,,,,,,,,,,,,,,
12-141,Baxter B1 Capping,Tenant Improvement,4501 Colorado Bvld.,Los Angeles,CA, 11 LA ,, TI , Budget , Design/Build , Frank , Est. , CA ,6/7/2012," $62,278 ",,,,,,,,,,Unknown,50%, $- ,,,,,,,,,Cannon,Tim Cannon,,,,,,,,,,,,,,,,,,,,,
12-142,ARTIC,Train Station,,Anaheim,CA, 441 OC ,, Comercial , Competitive , Engineered , Jeff P. , Est. , CA ,7/12/2012, $- ,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,McCarthy,Emil,,,,,,,,,,,,,,,,,,,,,
12-143,Edwards Lifesciences Chem Micro T.I.,Tenant Improvement,4201 Alton Parkway,Irvine,CA, 441 OC ," 11,640 ", TI , Competitive , Engineered , Frank , Est. , CA ,6/13/2012," $420,573 ",,,,,,,,,,Unknown,1%, $- ,,,,,,,,,DPR,Scott Paul,,,,,,,,,,,,,,,,,,,,,
12-144,UCIMC Sr. Healthcare Expansion,Tenant Improvement,101 The City Drive Bldg 25B,Orange,CA, 441 OC ,, TI , Competitive , Engineered , Jeff P. , Est. , CA ,6/19/2012," $29,983 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,DEB,Arnold Renteria,,,,,,,,,,,,,,,,,,,,,
12-145,Apple Valley Solar Plant,1 Meg solar plant,,Apple Valley,CA, 441 OC ,, Specialty , Select Bid List , Engineered , Jeff P. , Est. , CA ,6/12/2012,,,,,,,,,,,Not Bid,1%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-146,Kaiser Antelope Valley,Ground Up MOB,,Lancaster,CA, 11 LA ," 136,580 ", Comercial , Select Bid List , Design/ Assist , Jeff P. , Est. , CA ,6/12/2012, $- ,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-147,Caremore Restack,,,,CA, 441 OC ,, Comercial , Budget , Design/Build , Frank , Est. , CA ,6/12/2012," $75,000 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Cannon,,,,,,,,,,,,,,,,,,,,,,
12-148,Young' Market Co. Chino ATS,ATS installation ,,Chino,CA, 441 OC ,, Comercial , Negotiated , Design/Build , Frank , Est. , CA ,6/15/2012,,,,,,,,,,,Not Bid,25%, $- ,,,,,,,,,Young's Mkt. Co.,Tom Huffaker,,,,,,,,,,,,,,,,,,,,,
12-149,B. Braun CT 5 Replacement Budget,Cooling Tower Upgrade,2525 Mcgaw,Irvine,CA, 441 OC ,, Comercial , Budget , Design/Build , Frank , Est. , CA ,6/12/2012," $154,544 ",,,,, Cannon , Tim Cannon ,,,,Unknown,5%, $- ,,,,,,,,,Cannon,Tim Cannon,,,,,,,,,,,,,,,,,,,,,
12-150,Pacific Life Aliso Viejo 4th & 6th Floors,Small office remodel,45 Enterprise Aliso Viejo,Aliso Viejo,CA, 441 OC ,, TI , Competitive , Engineered , Ron , P.M. , CA ,6/12/2012," $13,950 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,Turelk,Earl,,,,,,,,,,,,,,,,,,,,,
12-151,Nandina Dist. Center Bldg. B,Warning Light System,24300 Nandina Avenue,Moreno Valley,CA, 440 RS ," 769,320 ", Comercial , Negotiated , Design/Build , Frank , Est. , CA ,6/14/2012," $1,109,449 ",,,,,,,,,,Lost,1%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-152,300 N. Flower FA,Fire Alarm Replacement,300 N Flower,Santa Ana,CA, 441 OC ,, Fire Alarm , Negotiated , Engineered , Jeff P. , Est. , F.A. ,6/18/2012," $72,650 ",,,,,,,,,,Awarded,90%, $- ,,,,J-12-194," $67,640 ",,Simplex,Craig,Simplex,,,,,,,,,,,,,,,,,,,,,,
12-153,Corona Del Mar Middle School Enclave,New 3 story classroom,,Corona Del Mar,CA, 441 OC ,, Comercial , Public Works , Engineered , Jody , Est. , CA ,7/19/2012," $1,234,800 ",,,,,,,,,,Lost,0%, $- ,,,,,,,KPRS,,Swinerton,Dennis Hern,,,,,,,,,Belco," $1,136,365 ",Gilbert & Sterns," $1,290,000 ",Dennison," $1,316,000 ",Morrow Meadows," $1,360,125 ",Hackney," $1,382,000 ",Mel Smith," $1,623,000 ",
12-154,CSUF Baja Fresh,FA TI,800 N State College,Fullerton,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,6/20/2012," $1,700 ",,,,,,,,,,Lost,30%, $- ,,,,,,,,,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,
12-155,CSUF PE Women's Locker,FA TI,801 N State College,Fullerton,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,6/20/2012," $6,000 ",,,,,,,,,,Lost,30%, $- ,,,,,,,,,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,
12-156,CSUF Community Market,FA TI,802 N State College,Fullerton,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,6/20/2012," $2,100 ",,,,,,,,,,Lost,30%, $- ,,,,,,,,,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,
12-157,CSULB HRL Door Holders,FA TI,6300 E State University,Long Beach ,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,6/20/2012," $2,100 ",,,,,,,,,,Awarded,100%, $- ,,,,J-12-167," $2,100 ",,Simplex,Samantha,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,
12-158,Chadwick,FA TI,2600 S Acaddemy Drive,PVP,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,6/21/2012," $7,200 ",,,,,,,,,,Lost,30%, $- ,,,,,,,,,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,
12-159,Internap Network Services FA System,FA TI,3690 Redondo Beach Ave,Redondo Beach,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,6/22/2012," $33,400 ",,,,,,,,,,Awarded,100%, $- ,,,,J-12-166," $33,400 ",,Simplex,Ariba,Simplex,Ariba,,,,,,,,,,,,,,,,,,,,,
12-160,UHG Optum Health Project,Tenant Improvement,3460 Katella Ave,Los Alamitos,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,6/27/2012," $63,057 ",,,,,,,,,,Unknown,5%, $- ,,,,,,,,,DPR,Scot  Paul,,,,,,,,,,,,,,,,,,,,,
12-161,Chet Holifield Fire Alarm ,FA TI,24000 Avila Rd.,Laguna Niguel,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Jeff P. , Est. , F.A. ,6/21/2012," $18,500 ",,,,,,,,,,Awarded,100%, $- ,,,,J-12-164," $18,500 ",,Simplex,Craig,Simplex,Craig,,,,,,,,,,,,,,,,,,,,,
12-162,Cedar Sinai Adv. Health Sciences Pavilion,FA TI,127 South San Vicente,Los Angeles,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Jeff P. , Est. , F.A. ,6/21/2012," $4,900 ",,,,,,,,,,Awarded,100%, $- ,,,,J-12-168," $4,900 ",,Cosco Fire Protection,Kevin,Cosco Fire Protection,Kevin,,,,,,,,,,,,,,,,,,,,,
12-163,Veolia Environmental,Explosion Proof FA,107 South Motor Ave,Azusa,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Jeff P. , Est. , F.A. ,6/21/2012," $154,000 ",,,,,,,,,,Awarded,100%, $- ,,,,J-12-173," $167,000 ",,Simplex,Craig,Simplex,Craig,,,,,,,,,,,,,,,,,,,,,
12-164,JP Morgan Chase Suite 750,TI,660 Newport Center Drive,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Daniel , Est. , CA ,6/29/2012," $97,958 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-165,UCLA ORL Computer,FA TI,UCLA Campus,Los Angeles,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,6/25/2012," $3,700 ",,,,,,,,,,Awarded,100%, $- ,,,,J-12-187," $3,700 ",,Simplex,Samantha,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,
12-166,Q-Logic Building B ,FA TI,26650 Aliso Viejo,Aliso Viejo,CA, 441 OC ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,6/26/2012," $3,650 ",,,,,,,,,,Awarded,100%, $- ,,,,J-12-176," $3,650 ",,Simplex,Samantha,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,
12-167,CSULB PH2 TI,FA TI,6300 E State University,Long Beach ,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,6/27/2012," $1,700 ",,,,,,,,,,Awarded,100%, $- ,,,,J-12-169," $1,700 ",,Simplex,Samantha,Simplex,Samantha,,,,,,,,,,,,,,,,,,,,,
12-168,Cerritos College Physical Science,FA New Building,,Cerritoes,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Dean , P.M. , F.A. ,6/29/2012," $25,000 ",,,,,,,,,,Awarded,100%, $- ,,,,J-12-180," $25,000 ",,Simplex,Wishnick,Simplex,Wishnick,,,,,,,,,,,,,,,,,,,,,
12-169,GSA Orange,Install UPS Battery Cabinet,3800 W. Chapman,Orange,CA, 441 OC ,, Comercial , Competitive , Design/Build , Ron , P.M. , CA ,6/29/2012," $5,250 ",,,,,,,,,,Unknown,5%, $- ,,,,,,,,,,Micheal Webb,,,,,,,,,,,,,,,,,,,,,
