Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid , Cost SF ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
19-084,Prime Huntington Beach,Pharmacy Remodel,17772 Beach Blvd.,Huntington Beach,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Don V , Est. , CA ,11/12/2018," $130,378 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-085,Prime Garden Grove,Pharmacy Remodel,12601 Garden Grove Blvd.,Garden Grove,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Don V , Est. , CA ,11/12/2018," $68,071 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-086,Prime Glendora,Pharmacy Remodel,150 W. Rte. 66,Glendora,CA, 11 LA ,, Hospital , Select Bid List , Engineered , Don V , Est. , CA ,11/16/2018, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-087,Prime Monclair,Pharmacy Remodel,5000 San Bernadino St.,Montclair,CA, 11 LA ,, Hospital , Select Bid List , Engineered , Don V , Est. , CA ,11/16/2018, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-088,Prime San Dimas,Pharmacy Remodel,1350 W. Covina Blvd.,San Dimas,CA, 11 LA ,, Hospital , Select Bid List , Engineered , Don V , Est. , CA ,11/16/2018, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-089,Prime Chino,Pharmacy Remodel,5451 Walnut Ave.,Chino,CA, 440 RS ,, Hospital , Select Bid List , Engineered , Don V , Est. , CA ,11/16/2018, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-090,B|Braun Medical LED Upgrade,Glass Line Lamp Replacement,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Negotiated , Design/Build , Brian , S.P. , CA ,11/8/2018," $9,500 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-091,"B|Braun Medical, New Office at E3",TI for New Office,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,11/8/2018," $15,054 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-092,Prime West Anaheim,Pharmacy Remodel,3033 West Orange Ave.,Anaheim,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Don V , Est. , CA ,11/12/2018," $88,341 ",,,,,,,,15.00%,5.00%,,Awarded,100%, $- ,,,12/10/2018,,,,Nelson HPS,M. Stewart,,,,,,,,,,,,,,,,,,,,,,,
19-093,Prime LaPalma,Pharmacy Remodel,7901 Walker St.,La Palma,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Don V , Est. , CA ,11/12/2018," $39,919 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-094,"B|Braun Medical, Electronics Shop",Added switches and receptacles,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,11/8/2018," $1,900 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-095,Equity Partners 10 exit signs,Furnish 10 exit signs,17777 Town Center,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/ Assist , Doyle , S.P. , CA ,11/8/2018," $3,556 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-096,AAA Cafeteria generator tie and support,Tie CF genset to panel,3333 Fairview ,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/8/2018," $1,810 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-097,Good Shephard Lutheran Youth Center,New lighting and power for roof work,4800 Irvine Center Dr,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/12/2018," $5,840 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-098,All Tech Motor Sports Warehouse Power,New panel and power feed,38444 Sky Canyon Rd.,Murrietta,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/12/2018," $29,289 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-099,AAA Palm Springs Restack,Assist with furniture restack,300 S. Farrell Dr.,Palm Springs,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/12/2018," $1,600 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-100,"B|Braun Medical, Excel Overwrap",Add receptacles for power supplies,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,11/15/2018," $1,551 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-101,Charter TV outlet   ,Add outlet for TV and stub,1260 S. Dupont Ave.,Ontario,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/15/2018, $875 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-102,Deutsche bank outage support,Stand by for utility outage,1761 St Andrews Place ,Santa Ana,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/15/2018, $985 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-103,Rockwell GFCI main recertify,Test/recertify main breaker GFCI,1733 Alton Parkway,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/15/2018," $4,640 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-104,"B-Braun Medical, QC Offices Phase 2",Tenant Improvement,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,11/16/2018," $10,830 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-105,"B-Braun Medical, QC Lab","LED Lighting upgrade, Misc TI",2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Brian , S.P. , CA ,11/19/2018," $14,352 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-106,Moffatt & Nichol,Office Tenant Improvement,555 Anton Blvd.,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Engineered , Don V , Est. , CA ,11/20/2018," $489,358 ", $25.56 ,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-107,"B|Braun Medical, Mixing Tanks Phase 2",Replacement of Mixing Tanks,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Brian , S.P. , CA ,11/28/2018," $164,316 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-108,Newport Lido LED retrofit Budget,Budget for LED retrofit,351 Hospital Rd,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/27/2019," $96,537 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-109,Activision SOG,Office Tenant Improvement,15301 Ventura Blvd. Ste 350,Sherman Oaks,CA, 11 LA ," 4,000 ", TI , Competitive , Engineered , Don V , Est. , CA ,12/4/2018," $113,144 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,Turelk,Derar Issa,,,,,,,,,,,,,,,,,,,,,
19-110,DLH North Planter & Decorative Wall,Site Improvements,,Anaheim,CA, 441 OC , n/a , Site , Competitive , Engineered , Steve  , Est. , CA ,12/4/2018," $21,443 ", n/a ," $4,092 ",,,,,,,,,Lost,, $- ,,,,,,,,,Whiting Turner,P. Anderson,,,,,,,,,,,,,,,,,,,,,
19-111,HHC Foothill Ranch,MOB Tenant Improvement,26672 Portola Parkway,Foothill Ranch,CA, 441 OC ," 44,736 ", TI , Competitive , Engineered , Don V , Est. , CA ,12/11/2018," $258,664 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-112,Gallup,Tenant Improvement,18565 Jamboree Rd. Suite 200,Irvine,CA, 441 OC ," 15,240 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,12/5/2018," $543,163 ", $35.64 ,,,,,,,,,,Lost,, $- ,,,,,,,,,Turelk,Deanna Fellows,,,,,,,,,,,,,,,,,,,,,
19-113,"B|Braun Medical, 5KV Upgrades Project",New SCE incoming service,2525 McGaw Ave,Irvine,CA, 441 OC ," 417,490 ", Industrial , Select Bid List , Engineered , Frank , Est. , CA ,1/8/2019," $3,489,899 ", $8.36 ,,,,,,,,,,Awarded,15%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-114,"B|Braun Medical, CLE Excel Line 1",New Line at Excel,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Engineered , Brian , Est. , CA ,12/7/2018, $- ,,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-115,AAA Cafeteria microwave circuits,New power for microwave ovens,3333 Fairview ,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,11/19/2018," $3,477 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-116,"B|Braun Medical, Stability Area",New Stability Area,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,TBD, $- ,,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-117,"B|Braun Medical, Excel Line 1",CBM/Excel machine,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,12/4/2018," $26,820 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-118,"B|Braun Medical, HVLD Machine",New HVLD Machine,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,12/4/2018," $9,140 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-119,"B|Braun Medical, Excel Line 2",2A PM & Packing Station,2525 McGaw Ave,Irvine,CA, 441 OC , n/a , Industrial , Select Bid List , Engineered , Steve  , Est. , CA ,12/7/2018," $86,812 ", n/a ,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-120,AAA-LA HQ relocate floor outlet,Relocated floor outlet,2601 S. Figueroa,Los Angeles,CA, 441 OC , n/a , TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/5/2018, $977 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-121,Thales Add power for 4th rooftop antenna,Add 400HZ power and relay for antenna,51 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/5/2018," $7,988 ",," $1,850 ",,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-122,Cerritos budget for new car chargers,Budget for new car chargers,12900 Park Plaza,Cerritos,CA, 441 OC ,, Site , Budget , Design/Build , Doyle , S.P. , CA ,12/5/2018," $198,000 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-123,Baxter Irvine IR scan and repairs,IR of Main and repairs,17511 Armstrong,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/8/2019," $9,980 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-124,KIA Design Center slab on grade replacemetn,Relocate fixtures for new project,101 Peters Canyon Rd,Irvine,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/5/2018," $1,500 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-125,"B|Braun Medical, T&M Research - MCC","Research MCC< PNA, and main conduits",2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,12/6/2018," $12,660 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-126,"B|Braun Medical, Re-Inspection Power",Add (4) drops for Re-inspection tables,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,12/6/2018," $15,260 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-127,USC Keck Medicine Card Readers,Office Tenant Improvement,,Los Angeles,CA, 11 LA ,, TI , Budget , Design/Build , Frank , Est. , CA ,12/7/2018," $1,687 ",,,,,,,,15.00%,5.00%,,Unknown,5%, $- ,,,,,,,,,HBC,B. Eldridge,,,,,,,,,,,,,,,,,,,,,
19-128,AAA Costa Mesa 2 load studies,2 load studys ,3333 Fairview ,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/11/2018," $2,400 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-129,Kaiser Bellflower 6th Floor TI Family Medicine,MOB Tenant Improvement,9400 E Rosecrans Ave,Bellflower,CA, 11 LA ," 11,450 ", TI , Budget , Engineered , Jeff P. , Est. , CA ,3/20/2019," $787,957 ",," $22,909 ",,,,,,,,,Awarded,5%, $- ,,,,,,,,,Swinerton,Scott Lauderdale,,,,,,,,,,,,,,,,,,,,,
19-130,Walnut Village Phase II Façade,Facade Retrofit,,Irvine,CA, 441 OC ,, Site , Select Bid List , Engineered , Frank , Est. , CA ,12/19/2018," $383,122 ",,,,,,,,15.00%,3.00%,,Lost,5%, $- ,,,,,,,Cuesta Const.,Mike Paquette,Cuesta Const.,Mike Paquette,,,,,,,,,,,,,,,,,,,,,
19-131,HHC TL Third Flr. Women's OB-GYN,MOB Tenant Improvement,15000 Kensington Park Drive,Tustin,CA, 441 OC ," 8,576 ", TI , Select Bid List , Engineered , Don V , Est. , CA ,12/14/2018," $261,049 ", $30.44 ,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-132,Charter add 2 new outlets,Add 2 new outlets on existing circuits,17777 Town Center,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/11/2018," $1,500 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-133,Park Place - Cirulation Renovation,Site Improvements,Park Place,Irvine,CA, 441 OC ," 41,206 ", Site , Competitive , Engineered , Frank , Est. , CA ,12/13/2018," $54,413 ", $1.32 ,,,,,,,15.00%,5.00%,,Lost,30%, $- ,,,,,,,,,Cuesta Const.,Kolin Reese,,,,,,,,,,,,,,,,,,,,,
19-134,AAA PDU replacement,Replace PDU and add new circuits,3333 Fairview ,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/16/2019," $73,900 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-135,B|Braun Medical Duplex Door Interlocks,New Door interlocks,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,12/14/2018," $228,921 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-136,B|Braun Medical/ETAP Arc Flash Field Data,Support ETAP For Arc Flash Data,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,TBD, $- ,,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-137,Isomax Control Room,Fire Alarm,Chevron,El Segundo,CA, 11 LA ,, Fire Alarm , Select Bid List , Engineered , Ron , P.M. , CA ,1/3/2019," $7,800 ",,,,,,,,,,,Unknown,50%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-138,AAA Mail room new circuits,4 new circuits,3333 Fairview ,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/21/2018," $5,923 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-139,Northrup Grumman/Global Finishing Soulutions,Retrofit Existing Paint Booth Bldg 401,,Palmdale,CA, 441 OC ,, Industrial , Select Bid List , Engineered , Brian , S.P. , CA ,12/21/2018," $30,780 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-140,Pimco 5th floor outlet and data stub,New outlet and data stub,650 Newport Center,Newport Beach,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/21/2018," $2,997 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-141,AAA LA new 50 amp outlets,New 50 amp outlets in Auto area,2601 S. Figueroa,Los Angeles,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/21/2018," $6,314 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-142,OCC Drama area panel and outlets,New sub panel and outlets,3333 Fairview ,Costa Mesa,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/24/2018," $9,242 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-143,Epson Carson Robot additional Robot outlets,New outlets in Robot area,1450 Glenn Curtiss,Carson,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/24/2018," $8,945 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-144,Providence Breeze rooftop lighitng,Lighitng for roof top area,5215 Torrance Blvd,Torrance,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/31/2018," $17,933 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-145,Youngs Market Sales Area Restack,Restack cubicals for sales area,Franklin Ave.,Tustin,CA, 441 OC ,, TI , Budget , Design/Build , Doyle , S.P. , CA ,1/10/2019," $36,000 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-146,Providence Breeze lighting for Statue,2 new lights for statue,5215 Torrance Blvd,Torrance,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,12/24/2018," $2,182 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-147,B|Braun Medical Duplex Door Interlocks,Connect and disconnect 1 air handler,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,12/28/2018," $4,427 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-148,B|Braun Medical Guard Shack,Temp power for 01-01-19 Shutdown,2488 Alton Parkway,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,12/28/2018," $1,580 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-149,Fashion Island Parking Structure PS-1,Install New Light Fixtures in Ex. Structure,401 Newport Center Dr.,Newport Beach,CA, 441 OC ,, Site , Select Bid List , Engineered , Don V , Est. , CA ,1/9/2019," $45,468 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-150,B-Braun Medical - Rapid Roll Door,(2) New Rapid Roll Doors In Plastics,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,1/8/2019," $11,418 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-151,B-Braun Medical - Stability Chamber Demo,Demo Old Stability Rooms,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,1/16/2019," $78,108 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-152,MacArthur Court Re-Investment,Install new Entry Lights in Ex. Building,4665 MacAuthur Court,Newport Beach,CA, 441 OC , 387 , TI , Select Bid List , Engineered , Don V , Est. , CA ,1/23/2019," $41,281 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-153,Mission Viejo MOB Genset ROM,ROM for 1750kW Generator,27799 Medical Center Road,Mission Viejo,CA, 441 OC ,, Site , Budget , Engineered , Isaac S , Est. , CA ,1/14/2019," $1,241,590 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,Snyder Langston,J. Walker,,,,,,,,,,,,,,,,,,,,,
19-154,B-Braun Medical - New Stability Chamber,New Stability Chambers,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,1/16/2019," $109,000 ",,,,,,,,,,,Unknown,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-155,Sharp - Sub Acute Care II & Villa Interior Refresh,Update existing Health Care Facility,250 Prospect Place,Coronado,CA, 441 OC ," 31,983 ", Hospital , Budget , Design/Build , Steve  , Est. , CA ,1//11/19," $576,739 ", $18.03 ,,,,,,,,,,Unknown,, $- ,,,,,,,,,Cannon,Eliot Hansen,,,,,,,,,,,,,,,,,,,,,
19-156,HHI New exhaust Fan & Fan coil units,New equipment added ,16200 Sand Canyon Ave,Irvine,CA, 441 OC ,, Hospital , Select Bid List , Engineered , Bill  , P.M. , CA ,1/10/2019," $12,432 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,Nelson HPS,,,,,,,,,,,,,,,,,,,,,,
19-157,Netflix 5901 EPIC,TI,5901 Sunset Blvd,Hollywood,CA, 11 LA ," 268,850 ", TI , Select Bid List , Engineered , Jeff P. , Est. , CA ,1/22/2019, $- ,,,,,,,,,,,Not Bid,, $- ,,,,,,,,,HBC,Tom Listerud,,,,,,,,,,,,,,,,,,,,,
19-158,Northrop Grumman,Paint Spray Booth  Bldg 421 Phase 2,3520 East Ave M,Palmdale,CA, 441 OC ,, Industrial , Select Bid List , Engineered , Brian , S.P. , CA ,TBD," $522,000 ",,,,,,,,,,,Pending,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-159,530 Technology Suites 350 and 375,(2) TI Suites,530 Technology,Irvine,CA, 441 OC , 4492 / 7225 , TI , Select Bid List ,  Engineered , Don V , Est. , CA ,1/18/2019," $228,583 ",,,,,,,,,,,Lost,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-160,JWA Operations Center Remodel,Remodel of existing Operation Center,18601 Airport Way,Santa Ana,CA, 441 OC ," 4,659 ", TI , Select Bid List , Engineered , Steve  , Est. , CA ,1/23/2019, n/a , na ,,,,,,,,,,Not Bid,, $- ,,,,,,,,,Swinerton,,,,,,,,,,SASCO,,A&H,,,,,,,,,,
19-161,Blizzard - Bake - Owl Lab,Office Tenant Improvement,2020 Bake Street,Irvine,CA, 441 OC ,, TI , Budget , Engineered , Frank , Est. , CA ,1/16/2019," $171,569 ",,,,,,,,15.00%,5.00%,,Unknown,30%, $- ,,,,,,,,,HBC,D. Huynh,,,,,,,,,,,,,,,,,,,,,
19-162,Charter Cerritos 2nd floor move out,Make safe 2nd floor and convert outlet 8th,17777 Town Center,Cerritos,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/16/2019, $940 ,,,,,,,,,,,Awarded,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-163,HHI - LDRP Remodel,TI of existing 1st Floor of Patient Tower,16200 Sand Canyon Ave,Irvine,CA, 441 OC ," 21,150 ", Hospital , Select Bid List , Engineered , Steve  , Est. , CA ,1/25/2019," $1,281,851 ", $60.61 ,,,,,,,,,,Awarded,, $- ,,,,,,,,,Nelson HPS,Jamielee Nelson,,,,,,,,,,,,,,,,,,,,,
19-164,B. Braun PAB Expansion,Pharmaceutical Mfg. Expansion,2525 McGaw Ave,Irvine,CA, 441 OC ," 37,542 ", Industrial , Budget , Engineered , Frank , Est. , CA ,1/18/2019," $1,766,013 ", $47.04 ,,,,,,,18.00%,5.00%,,Unknown,30%, $- ,,,,,,,,,Cannon,Tim Cannon,,,,,,,,,,,,,,,,,,,,,
19-165,GCH Electrical Cutovers,Hospital Cut Over Review,,Glendora,CA, 11 LA ,, Hospital , Select Bid List , Engineered , Jeff P. , Est. , CA ,1/17/2019," $5,000 ",,,,,,,,,,,Awarded,, $- ,,,,,,,,,DEB,Geovanni,,,,,,,,,,,,,,,,,,,,,
19-166,"B|Braun Medical, QA/QC Management",LED Lighting upgrade,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,1/17/2019," $6,986 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-167,New Sump pump power Laguna Niguel,Bob Montgomery Job connect pump,28051 Greenfield,Laguna Niguel,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/18/2019," $3,700 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-168,AAA Redlands Convert soffit to LED and add wall packs,convert 22 canopy fixtures and add 7 packs,1330 Industrial Park Ave.,Redlands,CA, 441 OC ,, Site , Select Bid List , Design/Build , Doyle , S.P. , CA ,1/29/2019," $9,440 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-169,"B|Braun Medical, Shredder/Expansion Phase 1",New panel w/ exist feed for new shredder,2525 McGaw Ave,Irvine,CA, 441 OC ,, Industrial , Select Bid List , Design/Build , Brian , S.P. , CA ,TBD," $8,004 ",,,,,,,,,,,Not Built,, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
