Est. #,Project Name,Project Description,Street Address,City,State,Local,SQ. FT.,Project Type,Bid Type,Design Type,Estimator,DEPT,Div.,Bid Date, Base Bid ,Alt. #1,Alt #2,Alt. #3,Alt #4,Alt. #5,Alt #6,Overhead,Profit,MU $ Bid,Bid Status,Probability,Projection,Start Date,Comp. Date,Award Date,Job #,Contract $,MU $ Contract,GC Awarded,GC Awarded Est./PM.,GC #1,GC #1 Est./PM.,GC #2,GC #2 Est./PM.,GC #3,GC #3 Est./PM.,GC #4,GC #4 Est./PM.,GC #5,GC #5 Est./PM.,EC #1, EC #1 $ ,EC #2, EC #2 $ ,EC #3, EC #3 $ ,EC #4, EC #4 $ ,EC #5, EC #5 $ ,EC #6, EC #6 $ ,Bid Results Comments
10-083,Hoag Temp Café Trailer,Temporary modular building café,550 Superior Ave,Newport Beach,CA, 441 OC , 419 , Site , Competitive , Design/Build , Rudy , Est. , CA ,2/12/2010," $10,990 ",,,,,,,,,,Lost,1%, $- ,,,,,,,,,DEB,Scott S.,,,,,,,,,,,,,,,,,,,,,
10-084,Quest Billing Patio,Billing and Patio remodel,,West Hills,CA, 441 OC ,, TI , Competitive , Design/Build , Doyle , Est. , CA ,2/9/2010," $32,900 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,HBC,Jim Scarpinato,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,
10-085,Pharmavite-Granulation,Renovation of manufacturing Faciltiy,,,CA, 441 OC ,, Comercial , Competitive , Engineered , Frank , Est. , CA ,2/15/2010,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,CBSI,Tim Cannon,,,,,,,,,,,,,,,,,,,,,
10-086,OCC Sub meter,Sub meter and network BMS,Fairview ,Costa Mesa,CA, 441 OC ,, Comercial , Competitive , Design/Build , Doyle , Est. , CA ,2/8/2010," $92,000 ",,,,,,,,,,Awarded,50%, $- ,,,,,,,,,OCC,Randy Key,,,,,,,,,,,,,,,,,,,,,
10-087,Hoag Irvine- IB-002-008,Bulletin #8 Package #2,16200 Sand Canyon,,CA, 441 OC ,, Hospital , Negotiated , Engineered , Jeff S. , P.M. , CA ,2/8/2010," $20,484 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Hoag,Jim Ardary,,,,,,,,,,,,,,,,,,,,,
10-088,USC UPS install,install CF 750KVA UPS,,Los Angeles,CA, 11 LA ,, Specialty , Competitive , Design/Build , Doyle , Est. , CA ,2/9/2010," $54,000 ",,,,,,,,,,Lost,1%, $- ,,,,,,,,,Syska,,,,,,,,,,,,,,,,,,,,,,
10-089,RMI Tenant Improvement,Tenant Improvement,17018 Edwards Road,Cerritos,CA, 441 OC ," 3,223 ", TI , Competitive , Design/Build , Frank , Est. , CA ,2/17/2010," $14,998 ",,,,,,,,,,Lost,1%, $- ,,,,,,,,,UR&E,Richard,,,,,,,,,,,,,,,,,,,,,
10-090,El Monte Bus Station,New Metro Station,Santa Anita Rd.,El Monte,CA, 11 LA ,, Comercial , Competitive , Design/Build , Doyle , Est. , CA ,3/15/2010," $6,396,000 ",,,,,,,,,,Lost,0%, $- ,,,,,,,SJ Ameroso,,KPRS,Angel B,,,,,,,,,,,,,,,,,,,,,
10-091,Hoag Sleep Center,Sleep Center TI,510 Superior Ave,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Rudy , Est. , CA ,2/26/2010," $187,920 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,AV,Arees Akoubian,,,,,,,,,,,,,,,,,,,,,
10-092,Hoag Hallway Extension,TI,510 Superior Ave,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Rudy , Est. , CA ,2/26/2010," $28,650 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,AV,Arees Akoubian,,,,,,,,,,,,,,,,,,,,,
10-093,Hoag Irvine- IB-02-020,,16200 Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Negotiated , Engineered , Jody , P.M. , CA ,2/24/2010," $3,564 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,REFCO,Jim Ardary,REFCO,Jim Ardary,,,,,,,,,,,,,,,,,,,,,
10-094,GSA T.I. Orange,Tenant Improvement,,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Frank , Est. , CA ,3/8/2010," $498,578 ",,,,,,,,,,Awarded,100%, $- ,,,5/27/2010,,,,Turelk,Jeff Turi,Turelk,Jeff Turi,Rohl,,,,,,,,,,,,,,,,,,,,
10-095,Quest Generator,Generator Upgrade,8401 Fallbrook Ave,West Hills,CA, 11 LA ,, Site , Competitive , Engineered , Frank , Est. , CA ,3/3/2010," $308,135 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,HBC,Big Jimmy S,,,,,,,,,,,,,,,,,,,,,
10-096,Wicked Liquid,TI buildout,,Newport Beach,CA, 441 OC ,, TI , Competitive , Engineered , Jody , Est. , CA ,3/24/2010," $131,402 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,CNC Cont,Stephanie,,,,,,,,,,,,,,,,,,,,,
10-097,Hoag Irvine Pkg. 14,Landscape site improvements,16200 Sand Canyon,Irvine,CA, 441 OC ,, Site , Negotiated , Engineered , Rudy , Est. , CA ,3/10/2010," $488,641 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,REFCO,Jim Ardary,REFCO,Jim Ardary,,,,,,,,,,,,,,,,,,,,,
10-098,B.Braun- Temp trailer feed,TI,2525 Mcgaw,Irvine,CA, 441 OC ,, Specialty , Select Bid List , Design/Build , Frank , Est. , CA ,3/3/2010," $23,307 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-099,Target Video Game reinvintion,Video Game area remodel,,Everywhere,CA, 441 OC ,, TI , Select Bid List , Engineered , Jeff P. , Est. , CA ,3/5/2010," $523,650 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Master Technology Group,Elizabeth M. Christenson ,Master Technology Group,Elizabeth M. Christenson ,,,,,,,,,,,,,,,,,,,,,
10-100,Hoag Irvine IB-02-022,,16200 Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Negotiated , Engineered , Jody , P.M. , CA ,3/5/2010," $4,624 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,REFCO,Jim Ardary,REFCO,Jim Ardary,,,,,,,,,,,,,,,,,,,,,
10-101,Hoag Irvine- Package 10-001,,16200 Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Negotiated , Engineered , Jody , Est. , CA ,3/8/2010," $10,109 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,REFCO,Jim Ardary,REFCO,Jim Ardary,,,,,,,,,,,,,,,,,,,,,
10-102,Chapman Inverter & Crean A/C,Power to a/c and replace inverters,1 University Drive,Orange,CA, 441 OC ,, TI , Competitive , Design/Build , Doyle , Est. , CA ,3/5/2010," $56,809 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
10-103,Networks in Motion TI,TI for 6500 Sq Ft TI,6A Liberty Suite 100,Aliso Viejo,CA, 441 OC ," 6,500 ", TI , Competitive , Engineered , Doyle , Est. , CA ,3/9/2010," $44,774 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,KPRS ,Jim J,HBC ,Pete Cali,GMI,John Peschelt,KPRS,Eileen Epino,,,,,,,,,,,,,,,,,
10-104,Newport Lido Suite 528 530 & 533,Separate Suites,361 Hospital Rd,Newport Beach,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,3/5/2010,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,Lido,Madonna Molinari,,,,,,,,,,,,,,,,,,,,,
10-105,Hoag Security Doors,Add electrified door security hardware,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Competitive , Design/Build , Rudy , Est. , CA ,3/22/2010," $62,495 ",,,,,,,,,,Not Built,10%, $- ,,,,,,,Far West,Ryan Berry,Zone,Ryan Berry,,,,,,,,,,,,,,,,,,,,,
10-106,Baxter Office Remodel,Tenant Improvement,4520 Elecgtronics Way,Los Angeles,CA, 11 LA ,, TI , Competitive , Engineered , Frank , Est. , CA ,3/13/2010," $16,988 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Vertical Const,John Borden,CBSI,Tim Cannon,Pankow,Patrick Meek,,,,,,,,,,,,,,,,,
10-107,Hoag irvine- ED,,16200 Sand Canyon,Irvine,CA, 441 OC ,, Hospital , Negotiated , Engineered , Jody , Est. , CA ,3/11/2010," $133,796 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,REFCO,Jim Ardary,REFCO,Jim Ardary,,,,,,,,,,,,,,,,,,,,,
10-108,Quest Diagnostics - Billing Consolidation,,8403 Fallbrook Ave,West Hills,CA, 11 LA ,, TI , Competitive , Engineered , Rudy , Est. , CA ,3/23/2010," $153,445 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,
10-109,LATTC Campus wide phase 2,,,Los Angeles,CA, 11 LA ,, TI , Competitive , Engineered , Rudy , Est. , CA ,3/29/2010," $1,100,000 ",,,,,,,,,,Lost,0%, $- ,,,,,,,KPRS ,Assaf Nachshon,KPRS ,Assaf Nachshon,,,,,,,,,,,,,,,,,,,,,
10-110,LBCC Stadium Service,Add new stadium Service,,Long Beach,CA, 11 LA ,, TI , Competitive , Engineered , Doyle , Est. , CA ,3/16/2010," $27,581 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,Siemens,Steve Guerrero,Siemens,Steve Guerrero,,,,,,,,,,,,,,,,,,,,,
10-111,BBM R.O. Skid Replacment,Replace R.O. Skid with new,2525 Mcgaw,Irvine,CA, 441 OC ,, Industrial , Negotiated , Engineered , Frank , Est. , CA ,3/17/2010," $14,571 ",,,,,,,,,,Awarded,50%, $- ,,,,10106,,,Trinity Process,Jack Brunner,Trinity Process,Jack Brunner,,,,,,,,,,,,,,,,,,,,,
10-112,Hoag Data Center Cable Tray,Cable Tray,,Newport Beach,CA, 441 OC ,, Hospital , Select Bid List , Design/Build , Jeff P. , Est. , CA ,3/21/2010," $37,050 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,Hoag,Charles Sloan,,,,,,,,,,,,,,,,,,,,,
10-113,Mission Hospital EP Lab Remodel,Tenant Improvement,27700 Hosptial Center Rd,Mission Viejo,CA, 441 OC ,, Hospital , Competitive , Engineered , Jody , Est. , CA ,3/30/2010," $122,621 ",,,,,,,,,,Lost,5%, $- ,,,,,,,,,CBSI,Randy Cudworth,,,,,,,,,,,,,,,,,,,,,
10-114,"Thales 4"" raceway","install 4"" raceway for data",90 Discovery,Irvine,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,3/26/2010," $1,798 ",,,,,,,,,,Awarded,100%, $- ,,,,32659,,,Thales,Arick Gale,Thales,Arick Gale,,,,,,,,,,,,,,,,,,,,,
10-115,Costa Mesa Courtyards,,,Costa Mesa,CA, 441 OC ," 22,319 ", TI , Competitive , Engineered , Jody , Est. , CA ,4/5/2010," $64,006 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,KPRS,Angel B,,,,,,,,,,,,,,,,,,,,,
10-116,JP Morgan Chase,3 Floor TI,3 Park Plaza,Irvine,CA, 441 OC ," 67,608 ", TI , Competitive , Engineered , Rudy , Est. , CA ,4/6/2010," $255,960 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,HBC,Pete Cali,DEB,Scott Shellhammer,Hathway,,JH Bryant,,,,,,,,,,,,,,,,
10-117,City of Hope - Increment 3,,,Los Angeles,CA, 441 OC ,, Hospital , Competitive , Engineered , Jody , Est. , CA ,4/23/2010," $652,325 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,DBAC,John Curci,Cannon,Brian Folkman,,,,,,,,,,,,,,,,,,,
10-118,Epson Carson TI,,,Carson ,CA, 11 LA ,, TI , Select Bid List , Engineered , Doyle , Est. , CA ,4/9/2010," $74,454 ",,,,,,,,,,Awarded,100%, $- ,,,,10099,,,HBC,Jim Scarpinato,HBC,Jim Scarpinato,,,,,,,,,,,,,,,,,,,,,
10-119,SCE Chino Airport,,,Chino,CA, 477 SB ,, TI , Competitive , Engineered , Rudy , Est. , CA ,4/20/2010,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,KPRS,Angel B,,,,,,,,,,,,,,,,,,,,,
10-120,Head Start ,Small TI,10100 Pioneer,Santa Fe Springs,CA, 441 OC ,, TI , Budget , Engineered , Doyle , Est. , CA ,4/6/2010," $18,000 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Whitney,Bob Lara,,,,,,,,,,,,,,,,,,,,,
10-121,Thales Fsat new ceiling plates,relo (2) places and add 7 new,58 Discovery,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,4/7/2010," $17,574 ",,,,,,,,,,Awarded,100%, $- ,,,,10113,,,Thales ,Arick Gale,Thales ,Arick Gale,,,,,,,,,,,,,,,,,,,,,
10-122,BBM Replace APACS System,Replace/upgrade APACS BMS ,2525 Mcgaw,Irvine,CA, 441 OC ,, Industrial , Budget , Design/Build , Frank , Est. , CA ,4/9/2010," $39,842 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-123,Baxter Site Demo,Site distribution budget,4501 Colorado Blvd,Los Angeles,CA, 11 LA ,, Site , Competitive , Engineered , Doyle , Est. , CA ,4/12/2010," $758,800 ",,,,,,,,,,Lost,0%, $- ,,,,,,,DPR,,DPR,Mike Duggar,,,,,,,,,,,,,,,,,,,,,
10-124,Hoag PBX Restrooms,Remodel restrooms in PBX area,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Budget , Engineered , Doyle , Est. , CA ,5/10/2010," $5,300 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,DEB,Scott Shellhammper,Zone,Ryan Berry,,,,,,,,,,,,,,,,,,,
10-125,Baxter Capping Suite,Remodel OSHA 9 Clean Room,4501 Colorado Blvd,Los Angeles,CA, 11 LA ,, TI , Budget , Design/Build , Frank , Est. , CA ,4/12/2010," $177,445 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-126,Kaiser ED Nurse Station,Remodel ED Nurse Station,10800 Magnolia Ave,Riverside,CA, 440 RS ,, Hospital , Competitive , Engineered , Rudy , Est. , CA ,4/22/2010," $16,379 ",,,,,,,,,,Awarded,100%, $- ,,,5/25/2010,,,,,,Kaiser ,Larry Finlayson,,,,,,,,,,,,,,,,,,,,,
10-127,Baxter Metrology Relocation,Small TI,4501 Colorado Blvd,Los Angeles,CA, 11 LA ,, Site , Budget , Design/Build , Frank , Est. , CA ,4/12/2010," $13,606 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,DPR,Ravi Khanzode,,,,,,,,,,,,,,,,,,,,,
10-128,Inwood Re-Image Lighting Reto,R&R cooridor lights in 3 blds,17300 Redhill Ave,Irivne,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,4/20/2010," $33,475 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,DBAC,Phin Banning,,,,,,,,,,,,,,,,,,,,,
10-129,Hesperia Police Department,Check Number for K1,15840 Smoke Tree Street,Hesperia,CA, 477 SB ,, Comercial , Budget , Engineered , Frank , Est. , CA ,4/20/2010,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-130,SACH Expansion,Hospital Expansion,,Upland,CA, 477 SB ,, Hospital , Competitive , Engineered , Jeff P. , Est. , CA ,,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,HBE,,HBE,,,,,,,,,,,,,,,,,,,,,,
10-131,Newport Breakers Event Power,Temporary Power for outdoor event,Newport Beach C.C.,Newport Beach,CA, 441 OC ,, Specialty , Negotiated , Design/Build , Frank , Est. , CA ,4/21/2010," $18,925 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-132,St. John Fisher Catholic Church,Remodel Convent and site,5448 Crest Road,Palos Verdes,CA, 11 LA ,, TI , Competitive , Engineered , Rudy , Est. , CA ,4/28/2010," $326,580 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Roel,Rick Browning,illig ,Sam Waskow,,,,,,,,,,,,,,,,,,,
10-133,Baxter Build 6 TI Budget,,4501 Colorado Blvd,Los Angeles,CA, 11 LA ,, TI , Budget , Engineered , Doyle , Est. , CA ,4/22/2010," $1,627,900 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,DPR,Mike Duggar,,,,,,,,,,,,,,,,,,,,,
10-134,Kaiser Data Cntr Lighting Project,,,,CA, 440 RS ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,3/23/2897," $364,231 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Syska,John Perez,Swinterton LA,,,,,,,,,,,,,,,,,,,,
10-135,"Hoag Irvine, Package 3",,,Irvine,CA, 441 OC ,, Hospital , Negotiated , Engineered , Jody , Est. , CA ,5/18/2010," $709,711 ",,,,,,,,,,Awarded,100%, $- ,,,,10120,,,REFCO,Jim Ardery,REFCO,Jim Ardery,,,,,,,,,,,,,,,,,,,,,
10-136,Courtyard by Marriott,"New 4 story, 155 room hotel & pool",8 Macarthur Place,Santa Ana ,CA, 441 OC ," 90,255 ", Comercial , Competitive , Engineered , Rudy , Est. , CA ,5/13/2010,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,Lusardi,Jason Langford,Summitt Bldrs,,,,,,,,,,,,,,,,,,,,
10-137,Lido Fire alarm raceways,,,,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,4/30/2010," $7,522 ",,,,,,,,,,Awarded,100%, $- ,6/1/2010,8/30/2010,5/15/2010,,,,Newport Lido,Madonna Molinari,Newport Lido,Madonna Molinari,,,,,,,,,,,,,,,,,,,,,
10-138,Chapman Charger outlets,20 new outlets for cart chargers,,,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,4/30/2010," $4,997 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
10-139,Hoag Upper Campus Control Wiring,Control raceways for Nalar,1 Hoag Drive,Newport Beach,CA, 441 OC ,, Hospital , Negotiated , Engineered , Doyle , Est. , CA ,5/1/2010," $7,989 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,Syska,Randy Fetters,,,,,,,,,,,,,,,,,,,,,
10-140,Baxter Build 8 TI Budget,New building Budget,,Los Angeles,CA, 11 LA ,, TI , Budget , Engineered , Doyle , Est. , CA ,5/14/2010,,,,,,,,,,,Not Built,0%, $- ,,,,,,,,,DPR,Mike Duggar,,,,,,,,,,,,,,,,,,,,,
10-141,Thales 1C37 Cubical Removal,Remove cubical and refeed remaining,58 Discovery,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,5/5/2010, $767 ,,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Thales,Arick Gale,,,,,,,,,,,,,,,,,,,,,
10-142,Baxter Albumin Phase II,OSHA 9 Clean Room,4501 Colorado Blvd,Los Angeles,CA, 11 LA ,, Industrial , Competitive , Engineered , Frank , Est. , CA ,5/14/2010," $189,435 ",,,,,,,,,,Awarded,100%, $- ,,,5/27/2010,,,,Vertical Const.,John Borden,Vertical Const.,John Borden,CBSI,Tim Cannon,Wesley Thomas,,,,,,,,,,,,,,,,,,
10-143,Santa Ana CC Ladies Locker,Remodel Ladies Locker Room,20832 Newport Blvd,Santa Ana ,CA, 441 OC ,, TI , Competitive , Engineered , Doyle , Est. , CA ,5/14/2010," $13,230 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,ROEL,Rick Browning,,,,,,,,,,,,,,,,,,,,,
10-144,Baxter Bldg 4 Alterations,Tenant Improvement,4501 Colorado Blvd,Los Angeles,CA, 11 LA ,, Industrial , Competitive , Engineered , Rudy , Est. , CA ,5/14/2010," $496,510 ",,,,,,,,,,Lost,0%, $- ,,,,,,,DPR Construction,Rishard Bitbaba,DPR Construction,Rishard Bitbaba,,,,,,,,,,,,,,,,,,,,,
10-145,"Baxter Remove Trailers 8, 9, and 10",Demo Construction Trailers,4501 Colorado Blvd,Los Angeles,CA, 11 LA ,, Industrial , Negotiated , Design/Build , Frank , Est. , CA ,4/6/2010," $4,979 ",,,,,,,,,,Awarded,100%, $- ,,,,32693,,,DPR Construction,Bill Francis,DPR Construction,Bill Francis,,,,,,,,,,,,,,,,,,,,,
10-146,3800 Chapman 6th Floor TI,6th Floor TI,3900 Chapman Suite 600,Orange,CA, 441 OC ,, TI , Budget , Engineered , Doyle , Est. , CA ,5/11/2010," $116,490 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Turelk,Jeff Turi,,,,,,,,,,,,,,,,,,,,,
10-147,Screen Actors Guild,UPS Receptacles,3601 West Olive ,Burbank,CA, 11 LA ,, TI , Select Bid List , Engineered , Doyle , Est. , CA ,5/19/2010," $138,800 ",,,,,,,,,,Lost,0%, $- ,,,,,,,DSI,Ric Maxon,DSI,Ric Maxon,,,,,,,,,,,,,,,,,,,,,
10-148,Port of Long Beach Pre Qual,,,,CA, 11 LA ,, Comercial , Budget , Engineered , Doyle , Est. , CA ,5/13/2010,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,Port of Long Bch,,,,,,,,,,,,,,,,,,,,,,
10-149,Hoag spare breakers,Provide spare breakers to Hoag,,,CA, 441 OC ,, Hospital , Select Bid List , Design/ Assist , Ron , P.M. , CA ,5/13/2010," $44,230 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,,,Hoag,Jason,,,,,,,,,,,,,,,,,,,,,
10-150,KP Corona Data Ctr. UPS A&B ,UPS Replacement Project,,Corona,CA, 11 LA ,, Comercial , Budget , Design/Build , Frank , Est. , CA ,5/14/2010,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,Kaiser,Michelle Taylor,,,,,,,,,,,,,,,,,,,,,
10-151,Clearwire Antenna Project,Power to roof top from grade,226 S. Harbor,Anaheim,CA, 441 OC ,, TI , Select Bid List , Engineered , Doyle , Est. , CA ,5/18/2010," $23,240 ",,,,,,,,,,Awarded,100%, $- ,5/22/2010,5/28/2010,5/21/2010,,,,DCS ,Stewart Linbeck,DCS,Stewart Linbeck,,,,,,,,,,,,,,,,,,,,,
10-152,Chapman Argeros Lighting & Wind control,Rework lighitng in rooms 202 & 211,1 University Drive,Orange,CA, 441 OC ,, TI , Select Bid List , Design/Build , Doyle , Est. , CA ,5/19/2010," $6,280 ",,,,,,,,,,Awarded,100%, $- ,5/24/2010,5/28/2010,5/20/2010,,,,Chapman,Ed Blatchford,Chapman,Ed Blatchford,,,,,,,,,,,,,,,,,,,,,
10-153,Crean Lutheran South High School,"Site work, Track, Tennis Courts",12500 Sand Canyon Ave,Irvine,CA, 441 OC ,, Site , Competitive , Engineered , Rudy , Est. , CA ,6/3/2010," $875,960 ",,,,,,,,,,Lost,0%, $- ,,,,,,,McCarthy,Roger Stickels,McCarthy,Roger Stickels,,,,,,,,,,,,,,,,,,,,,Lost by 3% to Rosedin Electric
10-154,Baxter LAMP - Bldg 1. Alteration & Renovation,,,,CA, 11 LA ,, Comercial , Select Bid List , Engineered , Jody , Est. , CA ,5/28/2010," $67,750 ",,,,,,,,,,Awarded,50%, $- ,,,,,,,DPR,Jackson Lee,DPR,Jackson Lee,,,,,,,,,,,,,,,,,,,,,
10-155,B. Braun Repair Co Gen Vault,Repair Pre-Cast Vaul,2525 McGaw,Irvine,CA, 441 OC ,, Site , Negotiated , Design/Build , Frank , Est. , CA ,5/20/2010," $59,125 ",,,,,,,,,,Awarded,100%, $- ,,,,,,,B. Braun,Steven Hewes,B. Braun,Steven Hewes,,,,,,,,,,,,,,,,,,,,,
10-156,Maruchan 400 amp feeder,New 675' feeder and panel,15800 Laguna Canyon,Irvine,CA, 441 OC ,, Comercial , Select Bid List , Design/Build , Doyle , Est. , CA ,5/20/2010," $70,640 ",,,,,,,,,,Awarded,100%, $- ,5/20/2010,6/30/2010,5/18/2010,10119,,,Maruchan,Koji Takayama,Maruchan,Koji Takayama,,,,,,,,,,,,,,,,,,,,,
10-157,San Antonio CoGen Controllers,New control conduit and wiring for Cogen,,Upland,CA, 441 OC ,, Hospital , Budget , Design/Build , Doyle , Est. , CA ,5/21/2010," $14,950 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Valley Power,Andrew Salem,,,,,,,,,,,,,,,,,,,,,
10-158,Corelogic Sub Panels,Add Distribution to Data Center,9 First American Way,Santa Ana ,CA, 441 OC ,, Comercial , Negotiated , Design/Build , Frank , Est. , CA ,5/21/2010," $16,913 ",,,,,,,,,,Awarded,100%, $- ,5/28/2010,6/5/2010,5/24/2010,10115,,,Corelogic,R. Burghardt,,,,,,,,,,,,,,,,,,,,,,,
10-159,MLK MOD PreQual,Design assist new MOB and remodel,,Los Angeles,CA, 11 LA ,, Hospital , Budget , Design/ Assist , Doyle , Est. , CA ,5/20/2010,,,,,,,,,,,Not Bid,0%, $- ,,,,,,,,,Swinerton,Terry Gee,,,,,,,,,,,,,,,,,,,,,
10-160,Pacific Life CT Upgrade,Cooling Tower Retro-fit,700 Newport Center Drive,Newport Beach,CA, 441 OC ,, Comercial , Negotiated , Design/Build , Frank , Est. , CA ,5/25/2010," $5,882 ",,,,,,,,,,Not Built,0%, $- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-161,LATTC Meters and lighting Mod,Egress lighting and meter installations,,Los Angeles,CA, 11 LA ,, TI , Budget , Design/ Assist , Doyle , Est. , CA ,5/27/2010," $358,900 ",,,,,,,,,,Lost,0%, $- ,,,,,,,,,Siemens,Steve Gurrero,,,,,,,,,,,,,,,,,,,,,
10-162,B/Braun Metrology,Metrology build out,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Ron , Est. , CA ,5/27/2010," $62,965 ",,,,,,,,,,Lost,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-163,McKesson Shiping Modernization,T&M Warehouse lighitng & Convery Power,,Norwalk,CA, 11 LA ,, Comercial , Negotiated , Engineered , Frank , Est. , CA ,5/28/2010," $900,000 ",,,,,,,,,,Awarded,100%,,7/1/2010,12/31/2011,5/24/2010,,,,Ready Electric,,Ready Electric,,,,,,,,,,,,,,,,,,,,,,
10-164,B. Braun Sub Station D Replacement,Replace 1000kVA Sub with a 1500kVA,2525 McGaw Ave,Irvine,CA, 441 OC ,, TI , Select Bid List , Engineered , Frank , Est. , CA ,5/30/2010," $176,906 ",,,,,,,,,,Lost,0%,,,,,,,,,,Square D,Alberto Nebel,Walters,Jim Collins,Siemens,,,,,,,,,,,,,,,,,,
10-165,Time Warner Change Work,Add 6 data stubs and one outlet,,,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,5/28/2010, $791 ,,,,,,,,,,Awarded,100%,,5/28/2010,6/1/2010,5/28/2010,,,,Corp Contractor,Matthew Martinez,Corp Contractor,Matthew Martinez,,,,,,,,,,,,,,,,,,,,,
10-166,Thales new a/c power,power to 3 new a/c unites,Discovery,Irvine,CA, 441 OC ,, TI , Negotiated , Design/Build , Doyle , Est. , CA ,5/28/2010," $2,742 ",,,,,,,,,,Awarded,100%,,,,,,,,,,Renkow Mech,Mike Renkow,,,,,,,,,,,,,,,,,,,,,
